SEMESTER,CAT,AGE,SEX,CONCEPT,status,value
2017S2,TOTAL,Y041,M,POP,,69405
2017S2,TOTAL,Y041,F,POP,,65872
2017S2,TOTAL,Y041,TOTAL,POP,,135277
2017S2,TOTAL,Y042,M,POP,,69312
2017S2,TOTAL,Y042,F,POP,,65360
2017S2,TOTAL,Y042,TOTAL,POP,,134672
2017S2,TOTAL,Y043,M,POP,,67589
2017S2,TOTAL,Y043,F,POP,,64018
2017S2,TOTAL,Y043,TOTAL,POP,,131607
2017S2,TOTAL,Y044,M,POP,,65853
2017S2,TOTAL,Y044,F,POP,,62650
2017S2,TOTAL,Y044,TOTAL,POP,,128503
2017S2,TOTAL,Y045,M,POP,,64490
2017S2,TOTAL,Y045,F,POP,,61166
2017S2,TOTAL,Y045,TOTAL,POP,,125656
2017S2,TOTAL,Y046,M,POP,,62983
2017S2,TOTAL,Y046,F,POP,,59905
2017S2,TOTAL,Y046,TOTAL,POP,,122888
2017S2,TOTAL,Y047,M,POP,,61164
2017S2,TOTAL,Y047,F,POP,,58647
2017S2,TOTAL,Y047,TOTAL,POP,,119811
2017S2,TOTAL,Y048,M,POP,,59521
2017S2,TOTAL,Y048,F,POP,,57306
2017S2,TOTAL,Y048,TOTAL,POP,,116827
2017S2,TOTAL,Y049,M,POP,,58936
2017S2,TOTAL,Y049,F,POP,,57183
2017S2,TOTAL,Y049,TOTAL,POP,,116119
2017S2,TOTAL,Y050,M,POP,,58080
2017S2,TOTAL,Y050,F,POP,,56650
2017S2,TOTAL,Y050,TOTAL,POP,,114730
2017S2,TOTAL,Y051,M,POP,,56655
2017S2,TOTAL,Y051,F,POP,,55682
2017S2,TOTAL,Y051,TOTAL,POP,,112337
2017S2,TOTAL,Y052,M,POP,,55972
2017S2,TOTAL,Y052,F,POP,,55562
2017S2,TOTAL,Y052,TOTAL,POP,,111534
2017S2,TOTAL,Y053,M,POP,,53927
2017S2,TOTAL,Y053,F,POP,,54251
2017S2,TOTAL,Y053,TOTAL,POP,,108178
2017S2,TOTAL,Y054,M,POP,,51179
2017S2,TOTAL,Y054,F,POP,,52122
2017S2,TOTAL,Y054,TOTAL,POP,,103301
2017S2,TOTAL,Y055,M,POP,,49425
2017S2,TOTAL,Y055,F,POP,,50889
2017S2,TOTAL,Y055,TOTAL,POP,,100314
2017S2,TOTAL,Y056,M,POP,,48352
2017S2,TOTAL,Y056,F,POP,,50423
2017S2,TOTAL,Y056,TOTAL,POP,,98775
2017S2,TOTAL,Y057,M,POP,,47565
2017S2,TOTAL,Y057,F,POP,,50108
2017S2,TOTAL,Y057,TOTAL,POP,,97673
2017S2,TOTAL,Y058,M,POP,,46597
2017S2,TOTAL,Y058,F,POP,,49323
2017S2,TOTAL,Y058,TOTAL,POP,,95920
2017S2,TOTAL,Y059,M,POP,,45555
2017S2,TOTAL,Y059,F,POP,,48306
2017S2,TOTAL,Y059,TOTAL,POP,,93861
2017S2,TOTAL,Y060,M,POP,,43350
2017S2,TOTAL,Y060,F,POP,,46293
2017S2,TOTAL,Y060,TOTAL,POP,,89643
2017S2,TOTAL,Y061,M,POP,,41391
2017S2,TOTAL,Y061,F,POP,,44364
2017S2,TOTAL,Y061,TOTAL,POP,,85755
2017S2,TOTAL,Y062,M,POP,,39955
2017S2,TOTAL,Y062,F,POP,,43258
2017S2,TOTAL,Y062,TOTAL,POP,,83213
2017S2,TOTAL,Y063,M,POP,,39076
2017S2,TOTAL,Y063,F,POP,,42448
2017S2,TOTAL,Y063,TOTAL,POP,,81524
2017S2,TOTAL,Y064,M,POP,,38825
2017S2,TOTAL,Y064,F,POP,,42231
2017S2,TOTAL,Y064,TOTAL,POP,,81056
2017S2,TOTAL,Y065,M,POP,,37214
2017S2,TOTAL,Y065,F,POP,,41029
2017S2,TOTAL,Y065,TOTAL,POP,,78243
2017S2,TOTAL,Y066,M,POP,,35075
2017S2,TOTAL,Y066,F,POP,,39260
2017S2,TOTAL,Y066,TOTAL,POP,,74335
2017S2,TOTAL,Y067,M,POP,,35213
2017S2,TOTAL,Y067,F,POP,,39593
2017S2,TOTAL,Y067,TOTAL,POP,,74806
2017S2,TOTAL,Y068,M,POP,,36689
2017S2,TOTAL,Y068,F,POP,,41716
2017S2,TOTAL,Y068,TOTAL,POP,,78405
2017S2,TOTAL,Y069,M,POP,,35611
2017S2,TOTAL,Y069,F,POP,,40867
2017S2,TOTAL,Y069,TOTAL,POP,,76478
2017S2,TOTAL,Y070,M,POP,,32701
2017S2,TOTAL,Y070,F,POP,,37613
2017S2,TOTAL,Y070,TOTAL,POP,,70314
2017S2,TOTAL,Y071,M,POP,,32101
2017S2,TOTAL,Y071,F,POP,,37328
2017S2,TOTAL,Y071,TOTAL,POP,,69429
2017S2,TOTAL,Y072,M,POP,,31356
2017S2,TOTAL,Y072,F,POP,,37026
2017S2,TOTAL,Y072,TOTAL,POP,,68382
2017S2,TOTAL,Y073,M,POP,,29373
2017S2,TOTAL,Y073,F,POP,,35190
2017S2,TOTAL,Y073,TOTAL,POP,,64563
2017S2,TOTAL,Y074,M,POP,,26552
2017S2,TOTAL,Y074,F,POP,,31842
2017S2,TOTAL,Y074,TOTAL,POP,,58394
2017S2,TOTAL,Y075,M,POP,,23291
2017S2,TOTAL,Y075,F,POP,,28300
2017S2,TOTAL,Y075,TOTAL,POP,,51591
2017S2,TOTAL,Y076,M,POP,,24929
2017S2,TOTAL,Y076,F,POP,,30580
2017S2,TOTAL,Y076,TOTAL,POP,,55509
2017S2,TOTAL,Y077,M,POP,,21065
2017S2,TOTAL,Y077,F,POP,,26270
2017S2,TOTAL,Y077,TOTAL,POP,,47335
2017S2,TOTAL,Y078,M,POP,,16266
2017S2,TOTAL,Y078,F,POP,,21167
2017S2,TOTAL,Y078,TOTAL,POP,,37433
2017S2,TOTAL,Y079,M,POP,,19098
2017S2,TOTAL,Y079,F,POP,,25518
2017S2,TOTAL,Y079,TOTAL,POP,,44616
2017S2,TOTAL,Y080,M,POP,,20437
2017S2,TOTAL,Y080,F,POP,,28492
2017S2,TOTAL,Y080,TOTAL,POP,,48929
2017S2,TOTAL,Y081,M,POP,,19553
2017S2,TOTAL,Y081,F,POP,,28282
2017S2,TOTAL,Y081,TOTAL,POP,,47835
2017S2,TOTAL,Y082,M,POP,,18070
2017S2,TOTAL,Y082,F,POP,,26673
2017S2,TOTAL,Y082,TOTAL,POP,,44743
2017S2,TOTAL,Y083,M,POP,,16944
2017S2,TOTAL,Y083,F,POP,,25904
2017S2,TOTAL,Y083,TOTAL,POP,,42848
2017S2,TOTAL,Y084,M,POP,,15644
2017S2,TOTAL,Y084,F,POP,,25034
2017S2,TOTAL,Y084,TOTAL,POP,,40678
2017S2,TOTAL,Y085,M,POP,,13916
2017S2,TOTAL,Y085,F,POP,,23240
2017S2,TOTAL,Y085,TOTAL,POP,,37156
2017S2,TOTAL,Y086,M,POP,,12176
2017S2,TOTAL,Y086,F,POP,,21586
2017S2,TOTAL,Y086,TOTAL,POP,,33762
2017S2,TOTAL,Y087,M,POP,,10480
2017S2,TOTAL,Y087,F,POP,,19357
2017S2,TOTAL,Y087,TOTAL,POP,,29837
2017S2,TOTAL,Y088,M,POP,,8790
2017S2,TOTAL,Y088,F,POP,,16932
2017S2,TOTAL,Y088,TOTAL,POP,,25722
2017S2,TOTAL,Y089,M,POP,,7202
2017S2,TOTAL,Y089,F,POP,,14923
2017S2,TOTAL,Y089,TOTAL,POP,,22125
2017S2,TOTAL,Y090,M,POP,,5895
2017S2,TOTAL,Y090,F,POP,,13043
2017S2,TOTAL,Y090,TOTAL,POP,,18938
2017S2,TOTAL,Y091,M,POP,,4721
2017S2,TOTAL,Y091,F,POP,,11149
2017S2,TOTAL,Y091,TOTAL,POP,,15870
2017S2,TOTAL,Y092,M,POP,,3647
2017S2,TOTAL,Y092,F,POP,,9152
2017S2,TOTAL,Y092,TOTAL,POP,,12799
2017S2,TOTAL,Y093,M,POP,,2761
2017S2,TOTAL,Y093,F,POP,,7375
2017S2,TOTAL,Y093,TOTAL,POP,,10136
2017S2,TOTAL,Y094,M,POP,,2024
2017S2,TOTAL,Y094,F,POP,,5784
2017S2,TOTAL,Y094,TOTAL,POP,,7808
2017S2,TOTAL,Y095,M,POP,,1431
2017S2,TOTAL,Y095,F,POP,,4380
2017S2,TOTAL,Y095,TOTAL,POP,,5811
2017S2,TOTAL,Y096,M,POP,,952
2017S2,TOTAL,Y096,F,POP,,3145
2017S2,TOTAL,Y096,TOTAL,POP,,4097
2017S2,TOTAL,Y097,M,POP,,577
2017S2,TOTAL,Y097,F,POP,,2156
2017S2,TOTAL,Y097,TOTAL,POP,,2733
2017S2,TOTAL,Y098,M,POP,,339
2017S2,TOTAL,Y098,F,POP,,1460
2017S2,TOTAL,Y098,TOTAL,POP,,1799
2017S2,TOTAL,Y099,M,POP,,226
2017S2,TOTAL,Y099,F,POP,,971
2017S2,TOTAL,Y099,TOTAL,POP,,1197
2017S2,TOTAL,Y100,M,POP,,150
2017S2,TOTAL,Y100,F,POP,,649
2017S2,TOTAL,Y100,TOTAL,POP,,799
2017S2,TOTAL,Y101,M,POP,,94
2017S2,TOTAL,Y101,F,POP,,411
2017S2,TOTAL,Y101,TOTAL,POP,,505
2017S2,TOTAL,Y102,M,POP,,60
2017S2,TOTAL,Y102,F,POP,,268
2017S2,TOTAL,Y102,TOTAL,POP,,328
2017S2,TOTAL,Y103,M,POP,,28
2017S2,TOTAL,Y103,F,POP,,163
2017S2,TOTAL,Y103,TOTAL,POP,,191
2017S2,TOTAL,Y104,M,POP,,14
2017S2,TOTAL,Y104,F,POP,,101
2017S2,TOTAL,Y104,TOTAL,POP,,115
2017S2,TOTAL,Y_GE105,M,POP,,23
2017S2,TOTAL,Y_GE105,F,POP,,112
2017S2,TOTAL,Y_GE105,TOTAL,POP,,135
2017S2,TOTAL,TOTAL,M,POP,,3696206
2017S2,TOTAL,TOTAL,F,POP,,3833013
2017S2,TOTAL,TOTAL,TOTAL,POP,,7529219
2018S1,TOTAL,Y000,M,POP,,34638
2018S1,TOTAL,Y000,F,POP,,32445
2018S1,TOTAL,Y000,TOTAL,POP,,67083
2018S1,TOTAL,Y001,M,POP,,36150
2018S1,TOTAL,Y001,F,POP,,34213
2018S1,TOTAL,Y001,TOTAL,POP,,70363
2018S1,TOTAL,Y002,M,POP,,37353
2018S1,TOTAL,Y002,F,POP,,35075
2018S1,TOTAL,Y002,TOTAL,POP,,72428
2018S1,TOTAL,Y003,M,POP,,38155
2018S1,TOTAL,Y003,F,POP,,35503
2018S1,TOTAL,Y003,TOTAL,POP,,73658
2018S1,TOTAL,Y004,M,POP,,37661
2018S1,TOTAL,Y004,F,POP,,35550
2018S1,TOTAL,Y004,TOTAL,POP,,73211
2018S1,TOTAL,Y005,M,POP,,40285
2018S1,TOTAL,Y005,F,POP,,37872
2018S1,TOTAL,Y005,TOTAL,POP,,78157
2018S1,TOTAL,Y006,M,POP,,41655
2018S1,TOTAL,Y006,F,POP,,39249
2018S1,TOTAL,Y006,TOTAL,POP,,80904
2018S1,TOTAL,Y007,M,POP,,42775
2018S1,TOTAL,Y007,F,POP,,40014
2018S1,TOTAL,Y007,TOTAL,POP,,82789
2018S1,TOTAL,Y008,M,POP,,43426
2018S1,TOTAL,Y008,F,POP,,40267
2018S1,TOTAL,Y008,TOTAL,POP,,83693
2018S1,TOTAL,Y009,M,POP,,45099
2018S1,TOTAL,Y009,F,POP,,42373
2018S1,TOTAL,Y009,TOTAL,POP,,87472
2018S1,TOTAL,Y010,M,POP,,43236
2018S1,TOTAL,Y010,F,POP,,40486
2018S1,TOTAL,Y010,TOTAL,POP,,83722
2018S1,TOTAL,Y011,M,POP,,43009
2018S1,TOTAL,Y011,F,POP,,40442
2018S1,TOTAL,Y011,TOTAL,POP,,83451
2018S1,TOTAL,Y012,M,POP,,42373
2018S1,TOTAL,Y012,F,POP,,39817
2018S1,TOTAL,Y012,TOTAL,POP,,82190
2018S1,TOTAL,Y013,M,POP,,41493
2018S1,TOTAL,Y013,F,POP,,39400
2018S1,TOTAL,Y013,TOTAL,POP,,80893
2018S1,TOTAL,Y014,M,POP,,40423
2018S1,TOTAL,Y014,F,POP,,38009
2018S1,TOTAL,Y014,TOTAL,POP,,78432
2018S1,TOTAL,Y015,M,POP,,38723
2018S1,TOTAL,Y015,F,POP,,36488
2018S1,TOTAL,Y015,TOTAL,POP,,75211
2018S1,TOTAL,Y016,M,POP,,37926
2018S1,TOTAL,Y016,F,POP,,35885
2018S1,TOTAL,Y016,TOTAL,POP,,73811
2018S1,TOTAL,Y017,M,POP,,38599
2018S1,TOTAL,Y017,F,POP,,36218
2018S1,TOTAL,Y017,TOTAL,POP,,74817
2018S1,TOTAL,Y018,M,POP,,37762
2018S1,TOTAL,Y018,F,POP,,35232
2018S1,TOTAL,Y018,TOTAL,POP,,72994
2018S1,TOTAL,Y019,M,POP,,37019
2018S1,TOTAL,Y019,F,POP,,33892
2018S1,TOTAL,Y019,TOTAL,POP,,70911
2018S1,TOTAL,Y020,M,POP,,37185
2018S1,TOTAL,Y020,F,POP,,35125
2018S1,TOTAL,Y020,TOTAL,POP,,72310
2018S1,TOTAL,Y021,M,POP,,37012
2018S1,TOTAL,Y021,F,POP,,34220
2018S1,TOTAL,Y021,TOTAL,POP,,71232
2018S1,TOTAL,Y022,M,POP,,36710
2018S1,TOTAL,Y022,F,POP,,35098
2018S1,TOTAL,Y022,TOTAL,POP,,71808
2018S1,TOTAL,Y023,M,POP,,37621
2018S1,TOTAL,Y023,F,POP,,36203
2018S1,TOTAL,Y023,TOTAL,POP,,73824
2018S1,TOTAL,Y024,M,POP,,38524
2018S1,TOTAL,Y024,F,POP,,37693
2018S1,TOTAL,Y024,TOTAL,POP,,76217
2018S1,TOTAL,Y025,M,POP,,40313
2018S1,TOTAL,Y025,F,POP,,39591
2018S1,TOTAL,Y025,TOTAL,POP,,79904
2018S1,TOTAL,Y026,M,POP,,40416
2018S1,TOTAL,Y026,F,POP,,40105
2018S1,TOTAL,Y026,TOTAL,POP,,80521
2018S1,TOTAL,Y027,M,POP,,41179
2018S1,TOTAL,Y027,F,POP,,41426
2018S1,TOTAL,Y027,TOTAL,POP,,82605
2018S1,TOTAL,Y028,M,POP,,41976
2018S1,TOTAL,Y028,F,POP,,42148
2018S1,TOTAL,Y028,TOTAL,POP,,84124
2018S1,TOTAL,Y029,M,POP,,42723
2018S1,TOTAL,Y029,F,POP,,43935
2018S1,TOTAL,Y029,TOTAL,POP,,86658
2018S1,TOTAL,Y030,M,POP,,43525
2018S1,TOTAL,Y030,F,POP,,44167
2018S1,TOTAL,Y030,TOTAL,POP,,87692
2018S1,TOTAL,Y031,M,POP,,44306
2018S1,TOTAL,Y031,F,POP,,45961
2018S1,TOTAL,Y031,TOTAL,POP,,90267
2018S1,TOTAL,Y032,M,POP,,46517
2018S1,TOTAL,Y032,F,POP,,47497
2018S1,TOTAL,Y032,TOTAL,POP,,94014
2018S1,TOTAL,Y033,M,POP,,48248
2018S1,TOTAL,Y033,F,POP,,49174
2018S1,TOTAL,Y033,TOTAL,POP,,97422
2018S1,TOTAL,Y034,M,POP,,50237
2018S1,TOTAL,Y034,F,POP,,50806
2018S1,TOTAL,Y034,TOTAL,POP,,101043
2018S1,TOTAL,Y035,M,POP,,54054
2018S1,TOTAL,Y035,F,POP,,53817
2018S1,TOTAL,Y035,TOTAL,POP,,107871
2018S1,TOTAL,Y036,M,POP,,57118
2018S1,TOTAL,Y036,F,POP,,55804
2018S1,TOTAL,Y036,TOTAL,POP,,112922
2018S1,TOTAL,Y037,M,POP,,60063
2018S1,TOTAL,Y037,F,POP,,59310
2018S1,TOTAL,Y037,TOTAL,POP,,119373
2018S1,TOTAL,Y038,M,POP,,62710
2018S1,TOTAL,Y038,F,POP,,60883
2018S1,TOTAL,Y038,TOTAL,POP,,123593
2018S1,TOTAL,Y039,M,POP,,66756
2018S1,TOTAL,Y039,F,POP,,63910
2018S1,TOTAL,Y039,TOTAL,POP,,130666
2018S1,TOTAL,Y040,M,POP,,68345
2018S1,TOTAL,Y040,F,POP,,65230
2018S1,TOTAL,Y040,TOTAL,POP,,133575
2018S1,TOTAL,Y041,M,POP,,69039
2018S1,TOTAL,Y041,F,POP,,66027
2018S1,TOTAL,Y041,TOTAL,POP,,135066
2018S1,TOTAL,Y042,M,POP,,69649
2018S1,TOTAL,Y042,F,POP,,65860
2018S1,TOTAL,Y042,TOTAL,POP,,135509
2018S1,TOTAL,Y043,M,POP,,68742
2018S1,TOTAL,Y043,F,POP,,64952
2018S1,TOTAL,Y043,TOTAL,POP,,133694
2018S1,TOTAL,Y044,M,POP,,66231
2018S1,TOTAL,Y044,F,POP,,63179
2018S1,TOTAL,Y044,TOTAL,POP,,129410
2018S1,TOTAL,Y045,M,POP,,65285
2018S1,TOTAL,Y045,F,POP,,62169
2018S1,TOTAL,Y045,TOTAL,POP,,127454
2018S1,TOTAL,Y046,M,POP,,63449
2018S1,TOTAL,Y046,F,POP,,60308
2018S1,TOTAL,Y046,TOTAL,POP,,123757
2018S1,TOTAL,Y047,M,POP,,62274
2018S1,TOTAL,Y047,F,POP,,59578
2018S1,TOTAL,Y047,TOTAL,POP,,121852
2018S1,TOTAL,Y048,M,POP,,59811
2018S1,TOTAL,Y048,F,POP,,57754
2018S1,TOTAL,Y048,TOTAL,POP,,117565
2018S1,TOTAL,Y049,M,POP,,58958
2018S1,TOTAL,Y049,F,POP,,56956
2018S1,TOTAL,Y049,TOTAL,POP,,115914
2018S1,TOTAL,Y050,M,POP,,58703
2018S1,TOTAL,Y050,F,POP,,57380
2018S1,TOTAL,Y050,TOTAL,POP,,116083
2018S1,TOTAL,Y051,M,POP,,57259
2018S1,TOTAL,Y051,F,POP,,55893
2018S1,TOTAL,Y051,TOTAL,POP,,113152
2018S1,TOTAL,Y052,M,POP,,55740
2018S1,TOTAL,Y052,F,POP,,55470
2018S1,TOTAL,Y052,TOTAL,POP,,111210
2018S1,TOTAL,Y053,M,POP,,55875
2018S1,TOTAL,Y053,F,POP,,55683
2018S1,TOTAL,Y053,TOTAL,POP,,111558
2018S1,TOTAL,Y054,M,POP,,51665
2018S1,TOTAL,Y054,F,POP,,52789
2018S1,TOTAL,Y054,TOTAL,POP,,104454
2018S1,TOTAL,Y055,M,POP,,50359
2018S1,TOTAL,Y055,F,POP,,51396
2018S1,TOTAL,Y055,TOTAL,POP,,101755
2018S1,TOTAL,Y056,M,POP,,48188
2018S1,TOTAL,Y056,F,POP,,50343
2018S1,TOTAL,Y056,TOTAL,POP,,98531
2018S1,TOTAL,Y057,M,POP,,48077
2018S1,TOTAL,Y057,F,POP,,50450
2018S1,TOTAL,Y057,TOTAL,POP,,98527
2018S1,TOTAL,Y058,M,POP,,46610
2018S1,TOTAL,Y058,F,POP,,49660
2018S1,TOTAL,Y058,TOTAL,POP,,96270
2018S1,TOTAL,Y059,M,POP,,46140
2018S1,TOTAL,Y059,F,POP,,48860
2018S1,TOTAL,Y059,TOTAL,POP,,95000
2018S1,TOTAL,Y060,M,POP,,44592
2018S1,TOTAL,Y060,F,POP,,47642
2018S1,TOTAL,Y060,TOTAL,POP,,92234
2018S1,TOTAL,Y061,M,POP,,41730
2018S1,TOTAL,Y061,F,POP,,44843
2018S1,TOTAL,Y061,TOTAL,POP,,86573
2018S1,TOTAL,Y062,M,POP,,40555
2018S1,TOTAL,Y062,F,POP,,43751
2018S1,TOTAL,Y062,TOTAL,POP,,84306
2018S1,TOTAL,Y063,M,POP,,38905
2018S1,TOTAL,Y063,F,POP,,42563
2018S1,TOTAL,Y063,TOTAL,POP,,81468
2018S1,TOTAL,Y064,M,POP,,38740
2018S1,TOTAL,Y064,F,POP,,42166
2018S1,TOTAL,Y064,TOTAL,POP,,80906
2018S1,TOTAL,Y065,M,POP,,38379
2018S1,TOTAL,Y065,F,POP,,42121
2018S1,TOTAL,Y065,TOTAL,POP,,80500
2018S1,TOTAL,Y066,M,POP,,35465
2018S1,TOTAL,Y066,F,POP,,39733
2018S1,TOTAL,Y066,TOTAL,POP,,75198
2018S1,TOTAL,Y067,M,POP,,34132
2018S1,TOTAL,Y067,F,POP,,38640
2018S1,TOTAL,Y067,TOTAL,POP,,72772
2018S1,TOTAL,Y068,M,POP,,35721
2018S1,TOTAL,Y068,F,POP,,40300
2018S1,TOTAL,Y068,TOTAL,POP,,76021
2018S1,TOTAL,Y069,M,POP,,36983
2018S1,TOTAL,Y069,F,POP,,42782
2018S1,TOTAL,Y069,TOTAL,POP,,79765
2018S1,TOTAL,Y070,M,POP,,33649
2018S1,TOTAL,Y070,F,POP,,38651
2018S1,TOTAL,Y070,TOTAL,POP,,72300
2018S1,TOTAL,Y071,M,POP,,31098
2018S1,TOTAL,Y071,F,POP,,36323
2018S1,TOTAL,Y071,TOTAL,POP,,67421
2018S1,TOTAL,Y072,M,POP,,32368
2018S1,TOTAL,Y072,F,POP,,37994
2018S1,TOTAL,Y072,TOTAL,POP,,70362
2018S1,TOTAL,Y073,M,POP,,29604
2018S1,TOTAL,Y073,F,POP,,35649
2018S1,TOTAL,Y073,TOTAL,POP,,65253
2018S1,TOTAL,Y074,M,POP,,28408
2018S1,TOTAL,Y074,F,POP,,34310
2018S1,TOTAL,Y074,TOTAL,POP,,62718
2018S1,TOTAL,Y075,M,POP,,23954
2018S1,TOTAL,Y075,F,POP,,28954
2018S1,TOTAL,Y075,TOTAL,POP,,52908
2018S1,TOTAL,Y076,M,POP,,21896
2018S1,TOTAL,Y076,F,POP,,27251
2018S1,TOTAL,Y076,TOTAL,POP,,49147
2018S1,TOTAL,Y077,M,POP,,26971
2018S1,TOTAL,Y077,F,POP,,33313
2018S1,TOTAL,Y077,TOTAL,POP,,60284
2018S1,TOTAL,Y078,M,POP,,14560
2018S1,TOTAL,Y078,F,POP,,18872
2018S1,TOTAL,Y078,TOTAL,POP,,33432
2018S1,TOTAL,Y079,M,POP,,17169
2018S1,TOTAL,Y079,F,POP,,22949
2018S1,TOTAL,Y079,TOTAL,POP,,40118
2018S1,TOTAL,Y080,M,POP,,19968
2018S1,TOTAL,Y080,F,POP,,27313
2018S1,TOTAL,Y080,TOTAL,POP,,47281
2018S1,TOTAL,Y081,M,POP,,19760
2018S1,TOTAL,Y081,F,POP,,28802
2018S1,TOTAL,Y081,TOTAL,POP,,48562
2018S1,TOTAL,Y082,M,POP,,18125
2018S1,TOTAL,Y082,F,POP,,26781
2018S1,TOTAL,Y082,TOTAL,POP,,44906
2018S1,TOTAL,Y083,M,POP,,16793
2018S1,TOTAL,Y083,F,POP,,25473
2018S1,TOTAL,Y083,TOTAL,POP,,42266
2018S1,TOTAL,Y084,M,POP,,15769
2018S1,TOTAL,Y084,F,POP,,25124
2018S1,TOTAL,Y084,TOTAL,POP,,40893
2018S1,TOTAL,Y085,M,POP,,14241
2018S1,TOTAL,Y085,F,POP,,23578
2018S1,TOTAL,Y085,TOTAL,POP,,37819
2018S1,TOTAL,Y086,M,POP,,12280
2018S1,TOTAL,Y086,F,POP,,21444
2018S1,TOTAL,Y086,TOTAL,POP,,33724
2018S1,TOTAL,Y087,M,POP,,10712
2018S1,TOTAL,Y087,F,POP,,20112
2018S1,TOTAL,Y087,TOTAL,POP,,30824
2018S1,TOTAL,Y088,M,POP,,9019
2018S1,TOTAL,Y088,F,POP,,16995
2018S1,TOTAL,Y088,TOTAL,POP,,26014
2018S1,TOTAL,Y089,M,POP,,7358
2018S1,TOTAL,Y089,F,POP,,15183
2018S1,TOTAL,Y089,TOTAL,POP,,22541
2018S1,TOTAL,Y090,M,POP,,5928
2018S1,TOTAL,Y090,F,POP,,12913
2018S1,TOTAL,Y090,TOTAL,POP,,18841
2018S1,TOTAL,Y091,M,POP,,4866
2018S1,TOTAL,Y091,F,POP,,11432
2018S1,TOTAL,Y091,TOTAL,POP,,16298
2018S1,TOTAL,Y092,M,POP,,3694
2018S1,TOTAL,Y092,F,POP,,9220
2018S1,TOTAL,Y092,TOTAL,POP,,12914
2018S1,TOTAL,Y093,M,POP,,2848
2018S1,TOTAL,Y093,F,POP,,7553
2018S1,TOTAL,Y093,TOTAL,POP,,10401
2018S1,TOTAL,Y094,M,POP,,2045
2018S1,TOTAL,Y094,F,POP,,5789
2018S1,TOTAL,Y094,TOTAL,POP,,7834
2018S1,TOTAL,Y095,M,POP,,1493
2018S1,TOTAL,Y095,F,POP,,4549
2018S1,TOTAL,Y095,TOTAL,POP,,6042
2018S1,TOTAL,Y096,M,POP,,969
2018S1,TOTAL,Y096,F,POP,,3235
2018S1,TOTAL,Y096,TOTAL,POP,,4204
2018S1,TOTAL,Y097,M,POP,,642
2018S1,TOTAL,Y097,F,POP,,2274
2018S1,TOTAL,Y097,TOTAL,POP,,2916
2018S1,TOTAL,Y098,M,POP,,333
2018S1,TOTAL,Y098,F,POP,,1482
2018S1,TOTAL,Y098,TOTAL,POP,,1815
2018S1,TOTAL,Y099,M,POP,,230
2018S1,TOTAL,Y099,F,POP,,997
2018S1,TOTAL,Y099,TOTAL,POP,,1227
2018S1,TOTAL,Y100,M,POP,,164
2018S1,TOTAL,Y100,F,POP,,656
2018S1,TOTAL,Y100,TOTAL,POP,,820
2018S1,TOTAL,Y101,M,POP,,73
2018S1,TOTAL,Y101,F,POP,,417
2018S1,TOTAL,Y101,TOTAL,POP,,490
2018S1,TOTAL,Y102,M,POP,,65
2018S1,TOTAL,Y102,F,POP,,248
2018S1,TOTAL,Y102,TOTAL,POP,,313
2018S1,TOTAL,Y103,M,POP,,30
2018S1,TOTAL,Y103,F,POP,,167
2018S1,TOTAL,Y103,TOTAL,POP,,197
2018S1,TOTAL,Y104,M,POP,,14
2018S1,TOTAL,Y104,F,POP,,101
2018S1,TOTAL,Y104,TOTAL,POP,,115
2018S1,TOTAL,Y_GE105,M,POP,,21
2018S1,TOTAL,Y_GE105,F,POP,,125
2018S1,TOTAL,Y_GE105,TOTAL,POP,,146
2018S1,TOTAL,TOTAL,M,POP,,3707671
2018S1,TOTAL,TOTAL,F,POP,,3846010
2018S1,TOTAL,TOTAL,TOTAL,POP,,7553681
2018S2,TOTAL,Y000,M,POP,,33668
2018S2,TOTAL,Y000,F,POP,,31750
2018S2,TOTAL,Y000,TOTAL,POP,,65418
2018S2,TOTAL,Y001,M,POP,,35630
2018S2,TOTAL,Y001,F,POP,,33585
2018S2,TOTAL,Y001,TOTAL,POP,,69215
2018S2,TOTAL,Y002,M,POP,,36916
2018S2,TOTAL,Y002,F,POP,,34834
2018S2,TOTAL,Y002,TOTAL,POP,,71750
2018S2,TOTAL,Y003,M,POP,,37938
2018S2,TOTAL,Y003,F,POP,,35500
2018S2,TOTAL,Y003,TOTAL,POP,,73438
2018S2,TOTAL,Y004,M,POP,,38114
2018S2,TOTAL,Y004,F,POP,,35733
2018S2,TOTAL,Y004,TOTAL,POP,,73847
2018S2,TOTAL,Y005,M,POP,,39161
2018S2,TOTAL,Y005,F,POP,,36883
2018S2,TOTAL,Y005,TOTAL,POP,,76044
2018S2,TOTAL,Y006,M,POP,,41107
2018S2,TOTAL,Y006,F,POP,,38709
2018S2,TOTAL,Y006,TOTAL,POP,,79816
2018S2,TOTAL,Y007,M,POP,,42309
2018S2,TOTAL,Y007,F,POP,,39723
2018S2,TOTAL,Y007,TOTAL,POP,,82032
2018S2,TOTAL,Y008,M,POP,,43216
2018S2,TOTAL,Y008,F,POP,,40248
2018S2,TOTAL,Y008,TOTAL,POP,,83464
2018S2,TOTAL,Y009,M,POP,,44411
2018S2,TOTAL,Y009,F,POP,,41438
2018S2,TOTAL,Y009,TOTAL,POP,,85849
2018S2,TOTAL,Y010,M,POP,,44278
2018S2,TOTAL,Y010,F,POP,,41532
