any;Catalunya;edat any a any;nacionalitat;sexe;concepte;estat;valor
2022;Catalunya;14 anys;espanyola;total;població;;75830
2022;Catalunya;14 anys;estrangera;homes;població;;5091
2022;Catalunya;14 anys;estrangera;dones;població;;4655
2022;Catalunya;14 anys;estrangera;total;població;;9746
2022;Catalunya;14 anys;total;homes;població;;44154
2022;Catalunya;14 anys;total;dones;població;;41422
2022;Catalunya;14 anys;total;total;població;;85576
2022;Catalunya;15 anys;espanyola;homes;població;;39008
2022;Catalunya;15 anys;espanyola;dones;població;;36884
2022;Catalunya;15 anys;espanyola;total;població;;75892
2022;Catalunya;15 anys;estrangera;homes;població;;5193
2022;Catalunya;15 anys;estrangera;dones;població;;4752
2022;Catalunya;15 anys;estrangera;total;població;;9945
2022;Catalunya;15 anys;total;homes;població;;44201
2022;Catalunya;15 anys;total;dones;població;;41636
2022;Catalunya;15 anys;total;total;població;;85837
2022;Catalunya;16 anys;espanyola;homes;població;;38372
2022;Catalunya;16 anys;espanyola;dones;població;;36238
2022;Catalunya;16 anys;espanyola;total;població;;74610
2022;Catalunya;16 anys;estrangera;homes;població;;5472
2022;Catalunya;16 anys;estrangera;dones;població;;4746
2022;Catalunya;16 anys;estrangera;total;població;;10218
2022;Catalunya;16 anys;total;homes;població;;43844
2022;Catalunya;16 anys;total;dones;població;;40984
2022;Catalunya;16 anys;total;total;població;;84828
2022;Catalunya;17 anys;espanyola;homes;població;;37636
2022;Catalunya;17 anys;espanyola;dones;població;;36014
2022;Catalunya;17 anys;espanyola;total;població;;73650
2022;Catalunya;17 anys;estrangera;homes;població;;5707
2022;Catalunya;17 anys;estrangera;dones;població;;4605
2022;Catalunya;17 anys;estrangera;total;població;;10312
2022;Catalunya;17 anys;total;homes;població;;43343
2022;Catalunya;17 anys;total;dones;població;;40619
2022;Catalunya;17 anys;total;total;població;;83962
2022;Catalunya;18 anys;espanyola;homes;població;;36801
2022;Catalunya;18 anys;espanyola;dones;població;;34825
2022;Catalunya;18 anys;espanyola;total;població;;71626
2022;Catalunya;18 anys;estrangera;homes;població;;6591
2022;Catalunya;18 anys;estrangera;dones;població;;4833
2022;Catalunya;18 anys;estrangera;total;població;;11424
2022;Catalunya;18 anys;total;homes;població;;43392
2022;Catalunya;18 anys;total;dones;població;;39658
2022;Catalunya;18 anys;total;total;població;;83050
2022;Catalunya;19 anys;espanyola;homes;població;;35214
2022;Catalunya;19 anys;espanyola;dones;població;;33446
2022;Catalunya;19 anys;espanyola;total;població;;68660
2022;Catalunya;19 anys;estrangera;homes;població;;7503
2022;Catalunya;19 anys;estrangera;dones;població;;5232
2022;Catalunya;19 anys;estrangera;total;població;;12735
2022;Catalunya;19 anys;total;homes;població;;42717
2022;Catalunya;19 anys;total;dones;població;;38678
2022;Catalunya;19 anys;total;total;població;;81395
2022;Catalunya;20 anys;espanyola;homes;població;;34203
2022;Catalunya;20 anys;espanyola;dones;població;;32665
2022;Catalunya;20 anys;espanyola;total;població;;66868
2022;Catalunya;20 anys;estrangera;homes;població;;8222
2022;Catalunya;20 anys;estrangera;dones;població;;5955
2022;Catalunya;20 anys;estrangera;total;població;;14177
2022;Catalunya;20 anys;total;homes;població;;42425
2022;Catalunya;20 anys;total;dones;població;;38620
2022;Catalunya;20 anys;total;total;població;;81045
2022;Catalunya;21 anys;espanyola;homes;població;;34497
2022;Catalunya;21 anys;espanyola;dones;població;;32880
2022;Catalunya;21 anys;espanyola;total;població;;67377
2022;Catalunya;21 anys;estrangera;homes;població;;8437
2022;Catalunya;21 anys;estrangera;dones;població;;6840
2022;Catalunya;21 anys;estrangera;total;població;;15277
2022;Catalunya;21 anys;total;homes;població;;42934
2022;Catalunya;21 anys;total;dones;població;;39720
2022;Catalunya;21 anys;total;total;població;;82654
2022;Catalunya;22 anys;espanyola;homes;població;;33055
2022;Catalunya;22 anys;espanyola;dones;població;;31379
2022;Catalunya;22 anys;espanyola;total;població;;64434
2022;Catalunya;22 anys;estrangera;homes;població;;8764
2022;Catalunya;22 anys;estrangera;dones;població;;7705
2022;Catalunya;22 anys;estrangera;total;població;;16469
2022;Catalunya;22 anys;total;homes;població;;41819
2022;Catalunya;22 anys;total;dones;població;;39084
2022;Catalunya;22 anys;total;total;població;;80903
2022;Catalunya;23 anys;espanyola;homes;població;;31978
2022;Catalunya;23 anys;espanyola;dones;població;;29541
2022;Catalunya;23 anys;espanyola;total;població;;61519
2022;Catalunya;23 anys;estrangera;homes;població;;9362
2022;Catalunya;23 anys;estrangera;dones;població;;8691
2022;Catalunya;23 anys;estrangera;total;població;;18053
2022;Catalunya;23 anys;total;homes;població;;41340
2022;Catalunya;23 anys;total;dones;població;;38232
2022;Catalunya;23 anys;total;total;població;;79572
2022;Catalunya;24 anys;espanyola;homes;població;;31640
2022;Catalunya;24 anys;espanyola;dones;població;;30040
2022;Catalunya;24 anys;espanyola;total;població;;61680
2022;Catalunya;24 anys;estrangera;homes;població;;10417
2022;Catalunya;24 anys;estrangera;dones;població;;9825
2022;Catalunya;24 anys;estrangera;total;població;;20242
2022;Catalunya;24 anys;total;homes;població;;42057
2022;Catalunya;24 anys;total;dones;població;;39865
2022;Catalunya;24 anys;total;total;població;;81922
2022;Catalunya;25 anys;espanyola;homes;població;;30994
2022;Catalunya;25 anys;espanyola;dones;població;;29051
2022;Catalunya;25 anys;espanyola;total;població;;60045
2022;Catalunya;25 anys;estrangera;homes;població;;11256
2022;Catalunya;25 anys;estrangera;dones;població;;10670
2022;Catalunya;25 anys;estrangera;total;població;;21926
2022;Catalunya;25 anys;total;homes;població;;42250
2022;Catalunya;25 anys;total;dones;població;;39721
2022;Catalunya;25 anys;total;total;població;;81971
2022;Catalunya;26 anys;espanyola;homes;població;;30473
2022;Catalunya;26 anys;espanyola;dones;població;;28963
2022;Catalunya;26 anys;espanyola;total;població;;59436
2022;Catalunya;26 anys;estrangera;homes;població;;12215
2022;Catalunya;26 anys;estrangera;dones;població;;11894
2022;Catalunya;26 anys;estrangera;total;població;;24109
2022;Catalunya;26 anys;total;homes;població;;42688
2022;Catalunya;26 anys;total;dones;població;;40857
2022;Catalunya;26 anys;total;total;població;;83545
2022;Catalunya;27 anys;espanyola;homes;població;;30623
2022;Catalunya;27 anys;espanyola;dones;població;;29385
2022;Catalunya;27 anys;espanyola;total;població;;60008
2022;Catalunya;27 anys;estrangera;homes;població;;13006
2022;Catalunya;27 anys;estrangera;dones;població;;12914
2022;Catalunya;27 anys;estrangera;total;població;;25920
2022;Catalunya;27 anys;total;homes;població;;43629
2022;Catalunya;27 anys;total;dones;població;;42299
2022;Catalunya;27 anys;total;total;població;;85928
2022;Catalunya;28 anys;espanyola;homes;població;;30859
2022;Catalunya;28 anys;espanyola;dones;població;;29844
2022;Catalunya;28 anys;espanyola;total;població;;60703
2022;Catalunya;28 anys;estrangera;homes;població;;13934
2022;Catalunya;28 anys;estrangera;dones;població;;13759
2022;Catalunya;28 anys;estrangera;total;població;;27693
2022;Catalunya;28 anys;total;homes;població;;44793
2022;Catalunya;28 anys;total;dones;població;;43603
2022;Catalunya;28 anys;total;total;població;;88396
2022;Catalunya;29 anys;espanyola;homes;població;;31863
2022;Catalunya;29 anys;espanyola;dones;població;;30515
2022;Catalunya;29 anys;espanyola;total;població;;62378
2022;Catalunya;29 anys;estrangera;homes;població;;14828
2022;Catalunya;29 anys;estrangera;dones;població;;14400
2022;Catalunya;29 anys;estrangera;total;població;;29228
2022;Catalunya;29 anys;total;homes;població;;46691
2022;Catalunya;29 anys;total;dones;població;;44915
2022;Catalunya;29 anys;total;total;població;;91606
2022;Catalunya;30 anys;espanyola;homes;població;;31410
2022;Catalunya;30 anys;espanyola;dones;població;;30017
2022;Catalunya;30 anys;espanyola;total;població;;61427
2022;Catalunya;30 anys;estrangera;homes;població;;14657
2022;Catalunya;30 anys;estrangera;dones;població;;14617
2022;Catalunya;30 anys;estrangera;total;població;;29274
2022;Catalunya;30 anys;total;homes;població;;46067
2022;Catalunya;30 anys;total;dones;població;;44634
2022;Catalunya;30 anys;total;total;població;;90701
2022;Catalunya;31 anys;espanyola;homes;població;;31533
2022;Catalunya;31 anys;espanyola;dones;població;;30233
2022;Catalunya;31 anys;espanyola;total;població;;61766
2022;Catalunya;31 anys;estrangera;homes;població;;15262
2022;Catalunya;31 anys;estrangera;dones;població;;15472
2022;Catalunya;31 anys;estrangera;total;població;;30734
2022;Catalunya;31 anys;total;homes;població;;46795
2022;Catalunya;31 anys;total;dones;població;;45705
2022;Catalunya;31 anys;total;total;població;;92500
2022;Catalunya;32 anys;espanyola;homes;població;;31747
2022;Catalunya;32 anys;espanyola;dones;població;;30535
2022;Catalunya;32 anys;espanyola;total;població;;62282
2022;Catalunya;32 anys;estrangera;homes;població;;15170
2022;Catalunya;32 anys;estrangera;dones;població;;15517
2022;Catalunya;32 anys;estrangera;total;població;;30687
2022;Catalunya;32 anys;total;homes;població;;46917
2022;Catalunya;32 anys;total;dones;població;;46052
2022;Catalunya;32 anys;total;total;població;;92969
2022;Catalunya;33 anys;espanyola;homes;població;;32002
2022;Catalunya;33 anys;espanyola;dones;població;;31555
2022;Catalunya;33 anys;espanyola;total;població;;63557
2022;Catalunya;33 anys;estrangera;homes;població;;15426
2022;Catalunya;33 anys;estrangera;dones;població;;15847
2022;Catalunya;33 anys;estrangera;total;població;;31273
2022;Catalunya;33 anys;total;homes;població;;47428
2022;Catalunya;33 anys;total;dones;població;;47402
2022;Catalunya;33 anys;total;total;població;;94830
2022;Catalunya;34 anys;espanyola;homes;població;;32573
2022;Catalunya;34 anys;espanyola;dones;població;;31566
2022;Catalunya;34 anys;espanyola;total;població;;64139
2022;Catalunya;34 anys;estrangera;homes;població;;15451
2022;Catalunya;34 anys;estrangera;dones;població;;15573
2022;Catalunya;34 anys;estrangera;total;població;;31024
2022;Catalunya;34 anys;total;homes;població;;48024
2022;Catalunya;34 anys;total;dones;població;;47139
2022;Catalunya;34 anys;total;total;població;;95163
2022;Catalunya;35 anys;espanyola;homes;població;;33086
2022;Catalunya;35 anys;espanyola;dones;població;;33232
2022;Catalunya;35 anys;espanyola;total;població;;66318
2022;Catalunya;35 anys;estrangera;homes;població;;14945
2022;Catalunya;35 anys;estrangera;dones;població;;15606
2022;Catalunya;35 anys;estrangera;total;població;;30551
2022;Catalunya;35 anys;total;homes;població;;48031
2022;Catalunya;35 anys;total;dones;població;;48838
2022;Catalunya;35 anys;total;total;població;;96869
2022;Catalunya;36 anys;espanyola;homes;població;;35068
2022;Catalunya;36 anys;espanyola;dones;població;;34853
2022;Catalunya;36 anys;espanyola;total;població;;69921
2022;Catalunya;36 anys;estrangera;homes;població;;15167
2022;Catalunya;36 anys;estrangera;dones;població;;15244
2022;Catalunya;36 anys;estrangera;total;població;;30411
2022;Catalunya;36 anys;total;homes;població;;50235
2022;Catalunya;36 anys;total;dones;població;;50097
2022;Catalunya;36 anys;total;total;població;;100332
2022;Catalunya;37 anys;espanyola;homes;població;;36040
2022;Catalunya;37 anys;espanyola;dones;població;;36225
2022;Catalunya;37 anys;espanyola;total;població;;72265
2022;Catalunya;37 anys;estrangera;homes;població;;15348
2022;Catalunya;37 anys;estrangera;dones;població;;15208
2022;Catalunya;37 anys;estrangera;total;població;;30556
2022;Catalunya;37 anys;total;homes;població;;51388
2022;Catalunya;37 anys;total;dones;població;;51433
2022;Catalunya;37 anys;total;total;població;;102821
2022;Catalunya;38 anys;espanyola;homes;població;;37619
2022;Catalunya;38 anys;espanyola;dones;població;;38310
2022;Catalunya;38 anys;espanyola;total;població;;75929
2022;Catalunya;38 anys;estrangera;homes;població;;15351
2022;Catalunya;38 anys;estrangera;dones;població;;14734
2022;Catalunya;38 anys;estrangera;total;població;;30085
2022;Catalunya;38 anys;total;homes;població;;52970
2022;Catalunya;38 anys;total;dones;població;;53044
2022;Catalunya;38 anys;total;total;població;;106014
2022;Catalunya;39 anys;espanyola;homes;població;;40741
2022;Catalunya;39 anys;espanyola;dones;població;;41185
2022;Catalunya;39 anys;espanyola;total;població;;81926
2022;Catalunya;39 anys;estrangera;homes;població;;15754
2022;Catalunya;39 anys;estrangera;dones;població;;14454
2022;Catalunya;39 anys;estrangera;total;població;;30208
2022;Catalunya;39 anys;total;homes;població;;56495
2022;Catalunya;39 anys;total;dones;població;;55639
2022;Catalunya;39 anys;total;total;població;;112134
2022;Catalunya;40 anys;espanyola;homes;població;;43737
2022;Catalunya;40 anys;espanyola;dones;població;;43526
2022;Catalunya;40 anys;espanyola;total;població;;87263
2022;Catalunya;40 anys;estrangera;homes;població;;15396
2022;Catalunya;40 anys;estrangera;dones;població;;14158
2022;Catalunya;40 anys;estrangera;total;població;;29554
2022;Catalunya;40 anys;total;homes;població;;59133
2022;Catalunya;40 anys;total;dones;població;;57684
2022;Catalunya;40 anys;total;total;població;;116817
2022;Catalunya;41 anys;espanyola;homes;població;;46355
2022;Catalunya;41 anys;espanyola;dones;població;;46701
2022;Catalunya;41 anys;espanyola;total;població;;93056
2022;Catalunya;41 anys;estrangera;homes;població;;15659
2022;Catalunya;41 anys;estrangera;dones;població;;14045
2022;Catalunya;41 anys;estrangera;total;població;;29704
2022;Catalunya;41 anys;total;homes;població;;62014
2022;Catalunya;41 anys;total;dones;població;;60746
2022;Catalunya;41 anys;total;total;població;;122760
2022;Catalunya;42 anys;espanyola;homes;població;;49348
2022;Catalunya;42 anys;espanyola;dones;població;;48997
2022;Catalunya;42 anys;espanyola;total;població;;98345
2022;Catalunya;42 anys;estrangera;homes;població;;14940
2022;Catalunya;42 anys;estrangera;dones;població;;13315
2022;Catalunya;42 anys;estrangera;total;població;;28255
2022;Catalunya;42 anys;total;homes;població;;64288
2022;Catalunya;42 anys;total;dones;població;;62312
2022;Catalunya;42 anys;total;total;població;;126600
2022;Catalunya;43 anys;espanyola;homes;població;;52811
2022;Catalunya;43 anys;espanyola;dones;població;;52473
2022;Catalunya;43 anys;espanyola;total;població;;105284
2022;Catalunya;43 anys;estrangera;homes;població;;14938
2022;Catalunya;43 anys;estrangera;dones;població;;12508
2022;Catalunya;43 anys;estrangera;total;població;;27446
2022;Catalunya;43 anys;total;homes;població;;67749
2022;Catalunya;43 anys;total;dones;població;;64981
2022;Catalunya;43 anys;total;total;població;;132730
2022;Catalunya;44 anys;espanyola;homes;població;;54485
2022;Catalunya;44 anys;espanyola;dones;població;;54281
2022;Catalunya;44 anys;espanyola;total;població;;108766
2022;Catalunya;44 anys;estrangera;homes;població;;14402
2022;Catalunya;44 anys;estrangera;dones;població;;11764
2022;Catalunya;44 anys;estrangera;total;població;;26166
2022;Catalunya;44 anys;total;homes;població;;68887
2022;Catalunya;44 anys;total;dones;població;;66045
2022;Catalunya;44 anys;total;total;població;;134932
2022;Catalunya;45 anys;espanyola;homes;població;;56142
2022;Catalunya;45 anys;espanyola;dones;població;;55581
2022;Catalunya;45 anys;espanyola;total;població;;111723
2022;Catalunya;45 anys;estrangera;homes;població;;13545
2022;Catalunya;45 anys;estrangera;dones;població;;11100
2022;Catalunya;45 anys;estrangera;total;població;;24645
2022;Catalunya;45 anys;total;homes;població;;69687
2022;Catalunya;45 anys;total;dones;població;;66681
2022;Catalunya;45 anys;total;total;població;;136368
2022;Catalunya;46 anys;espanyola;homes;població;;57321
2022;Catalunya;46 anys;espanyola;dones;població;;56100
2022;Catalunya;46 anys;espanyola;total;població;;113421
2022;Catalunya;46 anys;estrangera;homes;població;;12671
2022;Catalunya;46 anys;estrangera;dones;població;;10519
2022;Catalunya;46 anys;estrangera;total;població;;23190
2022;Catalunya;46 anys;total;homes;població;;69992
2022;Catalunya;46 anys;total;dones;població;;66619
2022;Catalunya;46 anys;total;total;població;;136611
2022;Catalunya;47 anys;espanyola;homes;població;;56809
2022;Catalunya;47 anys;espanyola;dones;població;;55519
2022;Catalunya;47 anys;espanyola;total;població;;112328
2022;Catalunya;47 anys;estrangera;homes;població;;12107
2022;Catalunya;47 anys;estrangera;dones;població;;9999
2022;Catalunya;47 anys;estrangera;total;població;;22106
2022;Catalunya;47 anys;total;homes;població;;68916
2022;Catalunya;47 anys;total;dones;població;;65518
2022;Catalunya;47 anys;total;total;població;;134434
2022;Catalunya;48 anys;espanyola;homes;població;;55165
2022;Catalunya;48 anys;espanyola;dones;població;;54544
2022;Catalunya;48 anys;espanyola;total;població;;109709
2022;Catalunya;48 anys;estrangera;homes;població;;11174
2022;Catalunya;48 anys;estrangera;dones;població;;9175
2022;Catalunya;48 anys;estrangera;total;població;;20349
2022;Catalunya;48 anys;total;homes;població;;66339
2022;Catalunya;48 anys;total;dones;població;;63719
2022;Catalunya;48 anys;total;total;població;;130058
2022;Catalunya;49 anys;espanyola;homes;població;;54489
2022;Catalunya;49 anys;espanyola;dones;població;;53806
2022;Catalunya;49 anys;espanyola;total;població;;108295
2022;Catalunya;49 anys;estrangera;homes;població;;10802
2022;Catalunya;49 anys;estrangera;dones;població;;8856
2022;Catalunya;49 anys;estrangera;total;població;;19658
2022;Catalunya;49 anys;total;homes;població;;65291
2022;Catalunya;49 anys;total;dones;població;;62662
2022;Catalunya;49 anys;total;total;població;;127953
2022;Catalunya;50 anys;espanyola;homes;població;;53599
2022;Catalunya;50 anys;espanyola;dones;població;;52442
2022;Catalunya;50 anys;espanyola;total;població;;106041
2022;Catalunya;50 anys;estrangera;homes;població;;9693
2022;Catalunya;50 anys;estrangera;dones;població;;8172
2022;Catalunya;50 anys;estrangera;total;població;;17865
2022;Catalunya;50 anys;total;homes;població;;63292
2022;Catalunya;50 anys;total;dones;població;;60614
2022;Catalunya;50 anys;total;total;població;;123906
2022;Catalunya;51 anys;espanyola;homes;població;;52094
2022;Catalunya;51 anys;espanyola;dones;població;;51938
2022;Catalunya;51 anys;espanyola;total;població;;104032
2022;Catalunya;51 anys;estrangera;homes;població;;9848
2022;Catalunya;51 anys;estrangera;dones;població;;7906
2022;Catalunya;51 anys;estrangera;total;població;;17754
2022;Catalunya;51 anys;total;homes;població;;61942
2022;Catalunya;51 anys;total;dones;població;;59844
2022;Catalunya;51 anys;total;total;població;;121786
2022;Catalunya;52 anys;espanyola;homes;població;;50731
2022;Catalunya;52 anys;espanyola;dones;població;;50615
2022;Catalunya;52 anys;espanyola;total;població;;101346
2022;Catalunya;52 anys;estrangera;homes;població;;8675
2022;Catalunya;52 anys;estrangera;dones;població;;7492
2022;Catalunya;52 anys;estrangera;total;població;;16167
2022;Catalunya;52 anys;total;homes;població;;59406
2022;Catalunya;52 anys;total;dones;població;;58107
2022;Catalunya;52 anys;total;total;població;;117513
2022;Catalunya;53 anys;espanyola;homes;població;;50032
2022;Catalunya;53 anys;espanyola;dones;població;;50189
2022;Catalunya;53 anys;espanyola;total;població;;100221
2022;Catalunya;53 anys;estrangera;homes;població;;8364
2022;Catalunya;53 anys;estrangera;dones;població;;7004
2022;Catalunya;53 anys;estrangera;total;població;;15368
2022;Catalunya;53 anys;total;homes;població;;58396
2022;Catalunya;53 anys;total;dones;població;;57193
2022;Catalunya;53 anys;total;total;població;;115589
2022;Catalunya;54 anys;espanyola;homes;població;;50799
2022;Catalunya;54 anys;espanyola;dones;població;;51197
2022;Catalunya;54 anys;espanyola;total;població;;101996
2022;Catalunya;54 anys;estrangera;homes;població;;7256
2022;Catalunya;54 anys;estrangera;dones;població;;6309
2022;Catalunya;54 anys;estrangera;total;població;;13565
2022;Catalunya;54 anys;total;homes;població;;58055
2022;Catalunya;54 anys;total;dones;població;;57506
2022;Catalunya;54 anys;total;total;població;;115561
2022;Catalunya;55 anys;espanyola;homes;població;;49833
2022;Catalunya;55 anys;espanyola;dones;població;;50111
2022;Catalunya;55 anys;espanyola;total;població;;99944
2022;Catalunya;55 anys;estrangera;homes;població;;6672
2022;Catalunya;55 anys;estrangera;dones;població;;5753
2022;Catalunya;55 anys;estrangera;total;població;;12425
2022;Catalunya;55 anys;total;homes;població;;56505
2022;Catalunya;55 anys;total;dones;població;;55864
2022;Catalunya;55 anys;total;total;població;;112369
2022;Catalunya;56 anys;espanyola;homes;població;;48768
2022;Catalunya;56 anys;espanyola;dones;població;;49838
2022;Catalunya;56 anys;espanyola;total;població;;98606
2022;Catalunya;56 anys;estrangera;homes;població;;6140
2022;Catalunya;56 anys;estrangera;dones;població;;5593
2022;Catalunya;56 anys;estrangera;total;població;;11733
2022;Catalunya;56 anys;total;homes;població;;54908
2022;Catalunya;56 anys;total;dones;població;;55431
2022;Catalunya;56 anys;total;total;població;;110339
2022;Catalunya;57 anys;espanyola;homes;població;;49179
2022;Catalunya;57 anys;espanyola;dones;població;;50366
2022;Catalunya;57 anys;espanyola;total;població;;99545
2022;Catalunya;57 anys;estrangera;homes;població;;5818
2022;Catalunya;57 anys;estrangera;dones;població;;5217
2022;Catalunya;57 anys;estrangera;total;població;;11035
2022;Catalunya;57 anys;total;homes;població;;54997
2022;Catalunya;57 anys;total;dones;població;;55583
2022;Catalunya;57 anys;total;total;població;;110580
2022;Catalunya;58 anys;espanyola;homes;població;;45412
2022;Catalunya;58 anys;espanyola;dones;població;;47643
2022;Catalunya;58 anys;espanyola;total;població;;93055
2022;Catalunya;58 anys;estrangera;homes;població;;5217
2022;Catalunya;58 anys;estrangera;dones;població;;4918
2022;Catalunya;58 anys;estrangera;total;població;;10135
2022;Catalunya;58 anys;total;homes;població;;50629
2022;Catalunya;58 anys;total;dones;població;;52561
2022;Catalunya;58 anys;total;total;població;;103190
2022;Catalunya;59 anys;espanyola;homes;població;;44337
2022;Catalunya;59 anys;espanyola;dones;població;;46586
2022;Catalunya;59 anys;espanyola;total;població;;90923
2022;Catalunya;59 anys;estrangera;homes;població;;4802
2022;Catalunya;59 anys;estrangera;dones;població;;4508
2022;Catalunya;59 anys;estrangera;total;població;;9310
2022;Catalunya;59 anys;total;homes;població;;49139
2022;Catalunya;59 anys;total;dones;població;;51094
2022;Catalunya;59 anys;total;total;població;;100233
2022;Catalunya;60 anys;espanyola;homes;població;;42809
2022;Catalunya;60 anys;espanyola;dones;població;;46012
2022;Catalunya;60 anys;espanyola;total;població;;88821
2022;Catalunya;60 anys;estrangera;homes;població;;4096
2022;Catalunya;60 anys;estrangera;dones;població;;4085
2022;Catalunya;60 anys;estrangera;total;població;;8181
2022;Catalunya;60 anys;total;homes;població;;46905
2022;Catalunya;60 anys;total;dones;població;;50097
2022;Catalunya;60 anys;total;total;població;;97002
2022;Catalunya;61 anys;espanyola;homes;població;;42587
2022;Catalunya;61 anys;espanyola;dones;població;;46032
2022;Catalunya;61 anys;espanyola;total;població;;88619
2022;Catalunya;61 anys;estrangera;homes;població;;4160
2022;Catalunya;61 anys;estrangera;dones;població;;3959
2022;Catalunya;61 anys;estrangera;total;població;;8119
2022;Catalunya;61 anys;total;homes;població;;46747
2022;Catalunya;61 anys;total;dones;població;;49991
2022;Catalunya;61 anys;total;total;població;;96738
2022;Catalunya;62 anys;espanyola;homes;població;;41651
2022;Catalunya;62 anys;espanyola;dones;població;;45588
2022;Catalunya;62 anys;espanyola;total;població;;87239
2022;Catalunya;62 anys;estrangera;homes;població;;3462
2022;Catalunya;62 anys;estrangera;dones;població;;3557
2022;Catalunya;62 anys;estrangera;total;població;;7019
2022;Catalunya;62 anys;total;homes;població;;45113
2022;Catalunya;62 anys;total;dones;població;;49145
2022;Catalunya;62 anys;total;total;població;;94258
2022;Catalunya;63 anys;espanyola;homes;població;;41013
2022;Catalunya;63 anys;espanyola;dones;població;;44830
2022;Catalunya;63 anys;espanyola;total;població;;85843
2022;Catalunya;63 anys;estrangera;homes;població;;3359
2022;Catalunya;63 anys;estrangera;dones;població;;3393
2022;Catalunya;63 anys;estrangera;total;població;;6752
2022;Catalunya;63 anys;total;homes;població;;44372
2022;Catalunya;63 anys;total;dones;població;;48223
2022;Catalunya;63 anys;total;total;població;;92595
2022;Catalunya;64 anys;espanyola;homes;població;;39855
2022;Catalunya;64 anys;espanyola;dones;població;;43918
2022;Catalunya;64 anys;espanyola;total;població;;83773
2022;Catalunya;64 anys;estrangera;homes;població;;2925
2022;Catalunya;64 anys;estrangera;dones;població;;3026
2022;Catalunya;64 anys;estrangera;total;població;;5951
2022;Catalunya;64 anys;total;homes;població;;42780
2022;Catalunya;64 anys;total;dones;població;;46944
2022;Catalunya;64 anys;total;total;població;;89724
2022;Catalunya;65 anys;espanyola;homes;població;;37165
2022;Catalunya;65 anys;espanyola;dones;població;;41175
2022;Catalunya;65 anys;espanyola;total;població;;78340
2022;Catalunya;65 anys;estrangera;homes;població;;2710
2022;Catalunya;65 anys;estrangera;dones;població;;2955
2022;Catalunya;65 anys;estrangera;total;població;;5665
2022;Catalunya;65 anys;total;homes;població;;39875
2022;Catalunya;65 anys;total;dones;població;;44130
2022;Catalunya;65 anys;total;total;població;;84005
2022;Catalunya;66 anys;espanyola;homes;població;;36007
2022;Catalunya;66 anys;espanyola;dones;població;;40300
2022;Catalunya;66 anys;espanyola;total;població;;76307
2022;Catalunya;66 anys;estrangera;homes;població;;2530
2022;Catalunya;66 anys;estrangera;dones;població;;2720
2022;Catalunya;66 anys;estrangera;total;població;;5250
2022;Catalunya;66 anys;total;homes;població;;38537
2022;Catalunya;66 anys;total;dones;població;;43020
2022;Catalunya;66 anys;total;total;població;;81557
2022;Catalunya;67 anys;espanyola;homes;població;;34635
2022;Catalunya;67 anys;espanyola;dones;població;;39265
2022;Catalunya;67 anys;espanyola;total;població;;73900
2022;Catalunya;67 anys;estrangera;homes;població;;2287
2022;Catalunya;67 anys;estrangera;dones;població;;2455
2022;Catalunya;67 anys;estrangera;total;població;;4742
2022;Catalunya;67 anys;total;homes;població;;36922
2022;Catalunya;67 anys;total;dones;població;;41720
2022;Catalunya;67 anys;total;total;població;;78642
2022;Catalunya;68 anys;espanyola;homes;població;;34539
2022;Catalunya;68 anys;espanyola;dones;població;;39107
2022;Catalunya;68 anys;espanyola;total;població;;73646
2022;Catalunya;68 anys;estrangera;homes;població;;1944
2022;Catalunya;68 anys;estrangera;dones;població;;2258
2022;Catalunya;68 anys;estrangera;total;població;;4202
2022;Catalunya;68 anys;total;homes;població;;36483
2022;Catalunya;68 anys;total;dones;població;;41365
2022;Catalunya;68 anys;total;total;població;;77848
2022;Catalunya;69 anys;espanyola;homes;població;;34031
2022;Catalunya;69 anys;espanyola;dones;població;;38985
2022;Catalunya;69 anys;espanyola;total;població;;73016
2022;Catalunya;69 anys;estrangera;homes;població;;1844
2022;Catalunya;69 anys;estrangera;dones;població;;2146
2022;Catalunya;69 anys;estrangera;total;població;;3990
2022;Catalunya;69 anys;total;homes;població;;35875
2022;Catalunya;69 anys;total;dones;població;;41131
2022;Catalunya;69 anys;total;total;població;;77006
2022;Catalunya;70 anys;espanyola;homes;població;;31606
2022;Catalunya;70 anys;espanyola;dones;població;;36838
2022;Catalunya;70 anys;espanyola;total;població;;68444
2022;Catalunya;70 anys;estrangera;homes;població;;1641
2022;Catalunya;70 anys;estrangera;dones;població;;1885
2022;Catalunya;70 anys;estrangera;total;població;;3526
2022;Catalunya;70 anys;total;homes;població;;33247
2022;Catalunya;70 anys;total;dones;població;;38723
2022;Catalunya;70 anys;total;total;població;;71970
2022;Catalunya;71 anys;espanyola;homes;població;;30245
2022;Catalunya;71 anys;espanyola;dones;població;;35706
2022;Catalunya;71 anys;espanyola;total;població;;65951
2022;Catalunya;71 anys;estrangera;homes;població;;1566
2022;Catalunya;71 anys;estrangera;dones;població;;1854
2022;Catalunya;71 anys;estrangera;total;població;;3420
2022;Catalunya;71 anys;total;homes;població;;31811
2022;Catalunya;71 anys;total;dones;població;;37560
2022;Catalunya;71 anys;total;total;població;;69371
2022;Catalunya;72 anys;espanyola;homes;població;;31556
2022;Catalunya;72 anys;espanyola;dones;població;;37368
2022;Catalunya;72 anys;espanyola;total;població;;68924
