any;Catalunya;edat any a any;nacionalitat;sexe;concepte;estat;valor
2023;Catalunya;28 anys;total;dones;població;;45203
2023;Catalunya;28 anys;total;total;població;;91709
2023;Catalunya;29 anys;espanyola;homes;població;;31144
2023;Catalunya;29 anys;espanyola;dones;població;;30217
2023;Catalunya;29 anys;espanyola;total;població;;61361
2023;Catalunya;29 anys;estrangera;homes;població;;16225
2023;Catalunya;29 anys;estrangera;dones;població;;15864
2023;Catalunya;29 anys;estrangera;total;població;;32089
2023;Catalunya;29 anys;total;homes;població;;47369
2023;Catalunya;29 anys;total;dones;població;;46081
2023;Catalunya;29 anys;total;total;població;;93450
2023;Catalunya;30 anys;espanyola;homes;població;;32131
2023;Catalunya;30 anys;espanyola;dones;població;;30872
2023;Catalunya;30 anys;espanyola;total;població;;63003
2023;Catalunya;30 anys;estrangera;homes;població;;16953
2023;Catalunya;30 anys;estrangera;dones;població;;16555
2023;Catalunya;30 anys;estrangera;total;població;;33508
2023;Catalunya;30 anys;total;homes;població;;49084
2023;Catalunya;30 anys;total;dones;població;;47427
2023;Catalunya;30 anys;total;total;població;;96511
2023;Catalunya;31 anys;espanyola;homes;població;;31665
2023;Catalunya;31 anys;espanyola;dones;població;;30325
2023;Catalunya;31 anys;espanyola;total;població;;61990
2023;Catalunya;31 anys;estrangera;homes;població;;16774
2023;Catalunya;31 anys;estrangera;dones;població;;16610
2023;Catalunya;31 anys;estrangera;total;població;;33384
2023;Catalunya;31 anys;total;homes;població;;48439
2023;Catalunya;31 anys;total;dones;població;;46935
2023;Catalunya;31 anys;total;total;població;;95374
2023;Catalunya;32 anys;espanyola;homes;població;;31725
2023;Catalunya;32 anys;espanyola;dones;població;;30631
2023;Catalunya;32 anys;espanyola;total;població;;62356
2023;Catalunya;32 anys;estrangera;homes;població;;17265
2023;Catalunya;32 anys;estrangera;dones;població;;17216
2023;Catalunya;32 anys;estrangera;total;població;;34481
2023;Catalunya;32 anys;total;homes;població;;48990
2023;Catalunya;32 anys;total;dones;població;;47847
2023;Catalunya;32 anys;total;total;població;;96837
2023;Catalunya;33 anys;espanyola;homes;població;;31949
2023;Catalunya;33 anys;espanyola;dones;població;;30903
2023;Catalunya;33 anys;espanyola;total;població;;62852
2023;Catalunya;33 anys;estrangera;homes;població;;17010
2023;Catalunya;33 anys;estrangera;dones;població;;17270
2023;Catalunya;33 anys;estrangera;total;població;;34280
2023;Catalunya;33 anys;total;homes;població;;48959
2023;Catalunya;33 anys;total;dones;població;;48173
2023;Catalunya;33 anys;total;total;població;;97132
2023;Catalunya;34 anys;espanyola;homes;població;;32186
2023;Catalunya;34 anys;espanyola;dones;població;;31911
2023;Catalunya;34 anys;espanyola;total;població;;64097
2023;Catalunya;34 anys;estrangera;homes;població;;17267
2023;Catalunya;34 anys;estrangera;dones;població;;17503
2023;Catalunya;34 anys;estrangera;total;població;;34770
2023;Catalunya;34 anys;total;homes;població;;49453
2023;Catalunya;34 anys;total;dones;població;;49414
2023;Catalunya;34 anys;total;total;població;;98867
2023;Catalunya;35 anys;espanyola;homes;població;;32718
2023;Catalunya;35 anys;espanyola;dones;població;;31960
2023;Catalunya;35 anys;espanyola;total;població;;64678
2023;Catalunya;35 anys;estrangera;homes;població;;17015
2023;Catalunya;35 anys;estrangera;dones;població;;17093
2023;Catalunya;35 anys;estrangera;total;població;;34108
2023;Catalunya;35 anys;total;homes;població;;49733
2023;Catalunya;35 anys;total;dones;població;;49053
2023;Catalunya;35 anys;total;total;població;;98786
2023;Catalunya;36 anys;espanyola;homes;població;;33258
2023;Catalunya;36 anys;espanyola;dones;població;;33622
2023;Catalunya;36 anys;espanyola;total;població;;66880
2023;Catalunya;36 anys;estrangera;homes;població;;16335
2023;Catalunya;36 anys;estrangera;dones;població;;16947
2023;Catalunya;36 anys;estrangera;total;població;;33282
2023;Catalunya;36 anys;total;homes;població;;49593
2023;Catalunya;36 anys;total;dones;població;;50569
2023;Catalunya;36 anys;total;total;població;;100162
2023;Catalunya;37 anys;espanyola;homes;població;;35258
2023;Catalunya;37 anys;espanyola;dones;població;;35251
2023;Catalunya;37 anys;espanyola;total;població;;70509
2023;Catalunya;37 anys;estrangera;homes;població;;16449
2023;Catalunya;37 anys;estrangera;dones;població;;16432
2023;Catalunya;37 anys;estrangera;total;població;;32881
2023;Catalunya;37 anys;total;homes;població;;51707
2023;Catalunya;37 anys;total;dones;població;;51683
2023;Catalunya;37 anys;total;total;població;;103390
2023;Catalunya;38 anys;espanyola;homes;població;;36286
2023;Catalunya;38 anys;espanyola;dones;població;;36595
2023;Catalunya;38 anys;espanyola;total;població;;72881
2023;Catalunya;38 anys;estrangera;homes;població;;16424
2023;Catalunya;38 anys;estrangera;dones;població;;16272
2023;Catalunya;38 anys;estrangera;total;població;;32696
2023;Catalunya;38 anys;total;homes;població;;52710
2023;Catalunya;38 anys;total;dones;població;;52867
2023;Catalunya;38 anys;total;total;població;;105577
2023;Catalunya;39 anys;espanyola;homes;població;;37845
2023;Catalunya;39 anys;espanyola;dones;població;;38611
2023;Catalunya;39 anys;espanyola;total;població;;76456
2023;Catalunya;39 anys;estrangera;homes;població;;16238
2023;Catalunya;39 anys;estrangera;dones;població;;15746
2023;Catalunya;39 anys;estrangera;total;població;;31984
2023;Catalunya;39 anys;total;homes;població;;54083
2023;Catalunya;39 anys;total;dones;població;;54357
2023;Catalunya;39 anys;total;total;població;;108440
2023;Catalunya;40 anys;espanyola;homes;població;;40869
2023;Catalunya;40 anys;espanyola;dones;població;;41502
2023;Catalunya;40 anys;espanyola;total;població;;82371
2023;Catalunya;40 anys;estrangera;homes;població;;16630
2023;Catalunya;40 anys;estrangera;dones;població;;15461
2023;Catalunya;40 anys;estrangera;total;població;;32091
2023;Catalunya;40 anys;total;homes;població;;57499
2023;Catalunya;40 anys;total;dones;població;;56963
2023;Catalunya;40 anys;total;total;població;;114462
2023;Catalunya;41 anys;espanyola;homes;població;;44040
2023;Catalunya;41 anys;espanyola;dones;població;;43878
2023;Catalunya;41 anys;espanyola;total;població;;87918
2023;Catalunya;41 anys;estrangera;homes;població;;16099
2023;Catalunya;41 anys;estrangera;dones;població;;14963
2023;Catalunya;41 anys;estrangera;total;població;;31062
2023;Catalunya;41 anys;total;homes;població;;60139
2023;Catalunya;41 anys;total;dones;població;;58841
2023;Catalunya;41 anys;total;total;població;;118980
2023;Catalunya;42 anys;espanyola;homes;població;;46537
2023;Catalunya;42 anys;espanyola;dones;població;;46983
2023;Catalunya;42 anys;espanyola;total;població;;93520
2023;Catalunya;42 anys;estrangera;homes;població;;16240
2023;Catalunya;42 anys;estrangera;dones;població;;14903
2023;Catalunya;42 anys;estrangera;total;població;;31143
2023;Catalunya;42 anys;total;homes;població;;62777
2023;Catalunya;42 anys;total;dones;població;;61886
2023;Catalunya;42 anys;total;total;població;;124663
2023;Catalunya;43 anys;espanyola;homes;població;;49445
2023;Catalunya;43 anys;espanyola;dones;població;;49288
2023;Catalunya;43 anys;espanyola;total;població;;98733
2023;Catalunya;43 anys;estrangera;homes;població;;15442
2023;Catalunya;43 anys;estrangera;dones;població;;14067
2023;Catalunya;43 anys;estrangera;total;població;;29509
2023;Catalunya;43 anys;total;homes;població;;64887
2023;Catalunya;43 anys;total;dones;població;;63355
2023;Catalunya;43 anys;total;total;població;;128242
2023;Catalunya;44 anys;espanyola;homes;població;;53091
2023;Catalunya;44 anys;espanyola;dones;població;;52715
2023;Catalunya;44 anys;espanyola;total;població;;105806
2023;Catalunya;44 anys;estrangera;homes;població;;15261
2023;Catalunya;44 anys;estrangera;dones;població;;13206
2023;Catalunya;44 anys;estrangera;total;població;;28467
2023;Catalunya;44 anys;total;homes;població;;68352
2023;Catalunya;44 anys;total;dones;població;;65921
2023;Catalunya;44 anys;total;total;població;;134273
2023;Catalunya;45 anys;espanyola;homes;població;;54646
2023;Catalunya;45 anys;espanyola;dones;població;;54520
2023;Catalunya;45 anys;espanyola;total;població;;109166
2023;Catalunya;45 anys;estrangera;homes;població;;14738
2023;Catalunya;45 anys;estrangera;dones;població;;12353
2023;Catalunya;45 anys;estrangera;total;població;;27091
2023;Catalunya;45 anys;total;homes;població;;69384
2023;Catalunya;45 anys;total;dones;població;;66873
2023;Catalunya;45 anys;total;total;població;;136257
2023;Catalunya;46 anys;espanyola;homes;població;;56128
2023;Catalunya;46 anys;espanyola;dones;població;;55783
2023;Catalunya;46 anys;espanyola;total;població;;111911
2023;Catalunya;46 anys;estrangera;homes;població;;13997
2023;Catalunya;46 anys;estrangera;dones;població;;11678
2023;Catalunya;46 anys;estrangera;total;població;;25675
2023;Catalunya;46 anys;total;homes;població;;70125
2023;Catalunya;46 anys;total;dones;població;;67461
2023;Catalunya;46 anys;total;total;població;;137586
2023;Catalunya;47 anys;espanyola;homes;població;;57405
2023;Catalunya;47 anys;espanyola;dones;població;;56275
2023;Catalunya;47 anys;espanyola;total;població;;113680
2023;Catalunya;47 anys;estrangera;homes;població;;12931
2023;Catalunya;47 anys;estrangera;dones;població;;11111
2023;Catalunya;47 anys;estrangera;total;població;;24042
2023;Catalunya;47 anys;total;homes;població;;70336
2023;Catalunya;47 anys;total;dones;població;;67386
2023;Catalunya;47 anys;total;total;població;;137722
2023;Catalunya;48 anys;espanyola;homes;població;;56836
2023;Catalunya;48 anys;espanyola;dones;població;;55671
2023;Catalunya;48 anys;espanyola;total;població;;112507
2023;Catalunya;48 anys;estrangera;homes;població;;12445
2023;Catalunya;48 anys;estrangera;dones;població;;10602
2023;Catalunya;48 anys;estrangera;total;població;;23047
2023;Catalunya;48 anys;total;homes;població;;69281
2023;Catalunya;48 anys;total;dones;població;;66273
2023;Catalunya;48 anys;total;total;població;;135554
2023;Catalunya;49 anys;espanyola;homes;població;;55158
2023;Catalunya;49 anys;espanyola;dones;població;;54681
2023;Catalunya;49 anys;espanyola;total;població;;109839
2023;Catalunya;49 anys;estrangera;homes;població;;11356
2023;Catalunya;49 anys;estrangera;dones;població;;9643
2023;Catalunya;49 anys;estrangera;total;població;;20999
2023;Catalunya;49 anys;total;homes;població;;66514
2023;Catalunya;49 anys;total;dones;població;;64324
2023;Catalunya;49 anys;total;total;població;;130838
2023;Catalunya;50 anys;espanyola;homes;població;;54532
2023;Catalunya;50 anys;espanyola;dones;població;;53881
2023;Catalunya;50 anys;espanyola;total;població;;108413
2023;Catalunya;50 anys;estrangera;homes;població;;10950
2023;Catalunya;50 anys;estrangera;dones;població;;9342
2023;Catalunya;50 anys;estrangera;total;població;;20292
2023;Catalunya;50 anys;total;homes;població;;65482
2023;Catalunya;50 anys;total;dones;població;;63223
2023;Catalunya;50 anys;total;total;població;;128705
2023;Catalunya;51 anys;espanyola;homes;població;;53480
2023;Catalunya;51 anys;espanyola;dones;població;;52469
2023;Catalunya;51 anys;espanyola;total;població;;105949
2023;Catalunya;51 anys;estrangera;homes;població;;9859
2023;Catalunya;51 anys;estrangera;dones;població;;8754
2023;Catalunya;51 anys;estrangera;total;població;;18613
2023;Catalunya;51 anys;total;homes;població;;63339
2023;Catalunya;51 anys;total;dones;població;;61223
2023;Catalunya;51 anys;total;total;població;;124562
2023;Catalunya;52 anys;espanyola;homes;població;;51995
2023;Catalunya;52 anys;espanyola;dones;població;;51988
2023;Catalunya;52 anys;espanyola;total;població;;103983
2023;Catalunya;52 anys;estrangera;homes;població;;9966
2023;Catalunya;52 anys;estrangera;dones;població;;8362
2023;Catalunya;52 anys;estrangera;total;població;;18328
2023;Catalunya;52 anys;total;homes;població;;61961
2023;Catalunya;52 anys;total;dones;població;;60350
2023;Catalunya;52 anys;total;total;població;;122311
2023;Catalunya;53 anys;espanyola;homes;població;;50602
2023;Catalunya;53 anys;espanyola;dones;població;;50715
2023;Catalunya;53 anys;espanyola;total;població;;101317
2023;Catalunya;53 anys;estrangera;homes;població;;8900
2023;Catalunya;53 anys;estrangera;dones;població;;7914
2023;Catalunya;53 anys;estrangera;total;població;;16814
2023;Catalunya;53 anys;total;homes;població;;59502
2023;Catalunya;53 anys;total;dones;població;;58629
2023;Catalunya;53 anys;total;total;població;;118131
2023;Catalunya;54 anys;espanyola;homes;població;;49922
2023;Catalunya;54 anys;espanyola;dones;població;;50193
2023;Catalunya;54 anys;espanyola;total;població;;100115
2023;Catalunya;54 anys;estrangera;homes;població;;8497
2023;Catalunya;54 anys;estrangera;dones;població;;7416
2023;Catalunya;54 anys;estrangera;total;població;;15913
2023;Catalunya;54 anys;total;homes;població;;58419
2023;Catalunya;54 anys;total;dones;població;;57609
2023;Catalunya;54 anys;total;total;població;;116028
2023;Catalunya;55 anys;espanyola;homes;població;;50579
2023;Catalunya;55 anys;espanyola;dones;població;;51173
2023;Catalunya;55 anys;espanyola;total;població;;101752
2023;Catalunya;55 anys;estrangera;homes;població;;7405
2023;Catalunya;55 anys;estrangera;dones;població;;6637
2023;Catalunya;55 anys;estrangera;total;població;;14042
2023;Catalunya;55 anys;total;homes;població;;57984
2023;Catalunya;55 anys;total;dones;població;;57810
2023;Catalunya;55 anys;total;total;població;;115794
2023;Catalunya;56 anys;espanyola;homes;població;;49591
2023;Catalunya;56 anys;espanyola;dones;població;;50044
2023;Catalunya;56 anys;espanyola;total;població;;99635
2023;Catalunya;56 anys;estrangera;homes;població;;6828
2023;Catalunya;56 anys;estrangera;dones;població;;6134
2023;Catalunya;56 anys;estrangera;total;població;;12962
2023;Catalunya;56 anys;total;homes;població;;56419
2023;Catalunya;56 anys;total;dones;població;;56178
2023;Catalunya;56 anys;total;total;població;;112597
2023;Catalunya;57 anys;espanyola;homes;població;;48527
2023;Catalunya;57 anys;espanyola;dones;població;;49797
2023;Catalunya;57 anys;espanyola;total;població;;98324
2023;Catalunya;57 anys;estrangera;homes;població;;6298
2023;Catalunya;57 anys;estrangera;dones;població;;5854
2023;Catalunya;57 anys;estrangera;total;població;;12152
2023;Catalunya;57 anys;total;homes;població;;54825
2023;Catalunya;57 anys;total;dones;població;;55651
2023;Catalunya;57 anys;total;total;població;;110476
2023;Catalunya;58 anys;espanyola;homes;població;;48906
2023;Catalunya;58 anys;espanyola;dones;població;;50260
2023;Catalunya;58 anys;espanyola;total;població;;99166
2023;Catalunya;58 anys;estrangera;homes;població;;5937
2023;Catalunya;58 anys;estrangera;dones;població;;5588
2023;Catalunya;58 anys;estrangera;total;població;;11525
2023;Catalunya;58 anys;total;homes;població;;54843
2023;Catalunya;58 anys;total;dones;població;;55848
2023;Catalunya;58 anys;total;total;població;;110691
2023;Catalunya;59 anys;espanyola;homes;població;;45081
2023;Catalunya;59 anys;espanyola;dones;població;;47574
2023;Catalunya;59 anys;espanyola;total;població;;92655
2023;Catalunya;59 anys;estrangera;homes;població;;5345
2023;Catalunya;59 anys;estrangera;dones;població;;5259
2023;Catalunya;59 anys;estrangera;total;població;;10604
2023;Catalunya;59 anys;total;homes;població;;50426
2023;Catalunya;59 anys;total;dones;població;;52833
2023;Catalunya;59 anys;total;total;població;;103259
2023;Catalunya;60 anys;espanyola;homes;població;;43984
2023;Catalunya;60 anys;espanyola;dones;població;;46430
2023;Catalunya;60 anys;espanyola;total;població;;90414
2023;Catalunya;60 anys;estrangera;homes;població;;4907
2023;Catalunya;60 anys;estrangera;dones;població;;4858
2023;Catalunya;60 anys;estrangera;total;població;;9765
2023;Catalunya;60 anys;total;homes;població;;48891
2023;Catalunya;60 anys;total;dones;població;;51288
2023;Catalunya;60 anys;total;total;població;;100179
2023;Catalunya;61 anys;espanyola;homes;població;;42448
2023;Catalunya;61 anys;espanyola;dones;població;;45824
2023;Catalunya;61 anys;espanyola;total;població;;88272
2023;Catalunya;61 anys;estrangera;homes;població;;4145
2023;Catalunya;61 anys;estrangera;dones;població;;4453
2023;Catalunya;61 anys;estrangera;total;població;;8598
2023;Catalunya;61 anys;total;homes;població;;46593
2023;Catalunya;61 anys;total;dones;població;;50277
2023;Catalunya;61 anys;total;total;població;;96870
2023;Catalunya;62 anys;espanyola;homes;població;;42198
2023;Catalunya;62 anys;espanyola;dones;població;;45874
2023;Catalunya;62 anys;espanyola;total;població;;88072
2023;Catalunya;62 anys;estrangera;homes;població;;4293
2023;Catalunya;62 anys;estrangera;dones;població;;4371
2023;Catalunya;62 anys;estrangera;total;població;;8664
2023;Catalunya;62 anys;total;homes;població;;46491
2023;Catalunya;62 anys;total;dones;població;;50245
2023;Catalunya;62 anys;total;total;població;;96736
2023;Catalunya;63 anys;espanyola;homes;població;;41249
2023;Catalunya;63 anys;espanyola;dones;població;;45390
2023;Catalunya;63 anys;espanyola;total;població;;86639
2023;Catalunya;63 anys;estrangera;homes;població;;3583
2023;Catalunya;63 anys;estrangera;dones;població;;3904
2023;Catalunya;63 anys;estrangera;total;població;;7487
2023;Catalunya;63 anys;total;homes;població;;44832
2023;Catalunya;63 anys;total;dones;població;;49294
2023;Catalunya;63 anys;total;total;població;;94126
2023;Catalunya;64 anys;espanyola;homes;població;;40542
2023;Catalunya;64 anys;espanyola;dones;població;;44579
2023;Catalunya;64 anys;espanyola;total;població;;85121
2023;Catalunya;64 anys;estrangera;homes;població;;3482
2023;Catalunya;64 anys;estrangera;dones;població;;3759
2023;Catalunya;64 anys;estrangera;total;població;;7241
2023;Catalunya;64 anys;total;homes;població;;44024
2023;Catalunya;64 anys;total;dones;població;;48338
2023;Catalunya;64 anys;total;total;població;;92362
2023;Catalunya;65 anys;espanyola;homes;població;;39310
2023;Catalunya;65 anys;espanyola;dones;població;;43720
2023;Catalunya;65 anys;espanyola;total;població;;83030
2023;Catalunya;65 anys;estrangera;homes;població;;3048
2023;Catalunya;65 anys;estrangera;dones;població;;3329
2023;Catalunya;65 anys;estrangera;total;població;;6377
2023;Catalunya;65 anys;total;homes;població;;42358
2023;Catalunya;65 anys;total;dones;població;;47049
2023;Catalunya;65 anys;total;total;població;;89407
2023;Catalunya;66 anys;espanyola;homes;població;;36616
2023;Catalunya;66 anys;espanyola;dones;població;;40906
2023;Catalunya;66 anys;espanyola;total;població;;77522
2023;Catalunya;66 anys;estrangera;homes;població;;2718
2023;Catalunya;66 anys;estrangera;dones;població;;3226
2023;Catalunya;66 anys;estrangera;total;població;;5944
2023;Catalunya;66 anys;total;homes;població;;39334
2023;Catalunya;66 anys;total;dones;població;;44132
2023;Catalunya;66 anys;total;total;població;;83466
2023;Catalunya;67 anys;espanyola;homes;població;;35384
2023;Catalunya;67 anys;espanyola;dones;població;;40050
2023;Catalunya;67 anys;espanyola;total;població;;75434
2023;Catalunya;67 anys;estrangera;homes;població;;2629
2023;Catalunya;67 anys;estrangera;dones;població;;3026
2023;Catalunya;67 anys;estrangera;total;població;;5655
2023;Catalunya;67 anys;total;homes;població;;38013
2023;Catalunya;67 anys;total;dones;població;;43076
2023;Catalunya;67 anys;total;total;població;;81089
2023;Catalunya;68 anys;espanyola;homes;població;;34035
2023;Catalunya;68 anys;espanyola;dones;població;;38971
2023;Catalunya;68 anys;espanyola;total;població;;73006
2023;Catalunya;68 anys;estrangera;homes;població;;2375
2023;Catalunya;68 anys;estrangera;dones;població;;2782
2023;Catalunya;68 anys;estrangera;total;població;;5157
2023;Catalunya;68 anys;total;homes;població;;36410
2023;Catalunya;68 anys;total;dones;població;;41753
2023;Catalunya;68 anys;total;total;població;;78163
2023;Catalunya;69 anys;espanyola;homes;població;;33915
2023;Catalunya;69 anys;espanyola;dones;població;;38767
2023;Catalunya;69 anys;espanyola;total;població;;72682
2023;Catalunya;69 anys;estrangera;homes;població;;2020
2023;Catalunya;69 anys;estrangera;dones;població;;2539
2023;Catalunya;69 anys;estrangera;total;població;;4559
2023;Catalunya;69 anys;total;homes;població;;35935
2023;Catalunya;69 anys;total;dones;població;;41306
2023;Catalunya;69 anys;total;total;població;;77241
2023;Catalunya;70 anys;espanyola;homes;població;;33360
2023;Catalunya;70 anys;espanyola;dones;població;;38680
2023;Catalunya;70 anys;espanyola;total;població;;72040
2023;Catalunya;70 anys;estrangera;homes;població;;1953
2023;Catalunya;70 anys;estrangera;dones;població;;2435
2023;Catalunya;70 anys;estrangera;total;població;;4388
2023;Catalunya;70 anys;total;homes;població;;35313
2023;Catalunya;70 anys;total;dones;població;;41115
2023;Catalunya;70 anys;total;total;població;;76428
2023;Catalunya;71 anys;espanyola;homes;població;;30972
2023;Catalunya;71 anys;espanyola;dones;població;;36516
2023;Catalunya;71 anys;espanyola;total;població;;67488
2023;Catalunya;71 anys;estrangera;homes;població;;1698
2023;Catalunya;71 anys;estrangera;dones;població;;2088
2023;Catalunya;71 anys;estrangera;total;població;;3786
2023;Catalunya;71 anys;total;homes;població;;32670
2023;Catalunya;71 anys;total;dones;població;;38604
2023;Catalunya;71 anys;total;total;població;;71274
2023;Catalunya;72 anys;espanyola;homes;població;;29558
2023;Catalunya;72 anys;espanyola;dones;població;;35348
2023;Catalunya;72 anys;espanyola;total;població;;64906
2023;Catalunya;72 anys;estrangera;homes;població;;1652
2023;Catalunya;72 anys;estrangera;dones;població;;2031
2023;Catalunya;72 anys;estrangera;total;població;;3683
2023;Catalunya;72 anys;total;homes;població;;31210
2023;Catalunya;72 anys;total;dones;població;;37379
2023;Catalunya;72 anys;total;total;població;;68589
2023;Catalunya;73 anys;espanyola;homes;població;;30815
2023;Catalunya;73 anys;espanyola;dones;població;;36976
2023;Catalunya;73 anys;espanyola;total;població;;67791
2023;Catalunya;73 anys;estrangera;homes;població;;1384
2023;Catalunya;73 anys;estrangera;dones;població;;1851
2023;Catalunya;73 anys;estrangera;total;població;;3235
2023;Catalunya;73 anys;total;homes;població;;32199
2023;Catalunya;73 anys;total;dones;població;;38827
2023;Catalunya;73 anys;total;total;població;;71026
2023;Catalunya;74 anys;espanyola;homes;població;;31707
2023;Catalunya;74 anys;espanyola;dones;població;;39220
2023;Catalunya;74 anys;espanyola;total;població;;70927
2023;Catalunya;74 anys;estrangera;homes;població;;1332
2023;Catalunya;74 anys;estrangera;dones;població;;1710
2023;Catalunya;74 anys;estrangera;total;població;;3042
2023;Catalunya;74 anys;total;homes;població;;33039
2023;Catalunya;74 anys;total;dones;població;;40930
2023;Catalunya;74 anys;total;total;població;;73969
2023;Catalunya;75 anys;espanyola;homes;població;;28738
2023;Catalunya;75 anys;espanyola;dones;població;;35235
2023;Catalunya;75 anys;espanyola;total;població;;63973
2023;Catalunya;75 anys;estrangera;homes;població;;1163
2023;Catalunya;75 anys;estrangera;dones;població;;1589
2023;Catalunya;75 anys;estrangera;total;població;;2752
2023;Catalunya;75 anys;total;homes;població;;29901
2023;Catalunya;75 anys;total;dones;població;;36824
2023;Catalunya;75 anys;total;total;població;;66725
2023;Catalunya;76 anys;espanyola;homes;població;;26260
2023;Catalunya;76 anys;espanyola;dones;població;;32909
2023;Catalunya;76 anys;espanyola;total;població;;59169
2023;Catalunya;76 anys;estrangera;homes;població;;1016
2023;Catalunya;76 anys;estrangera;dones;població;;1372
2023;Catalunya;76 anys;estrangera;total;població;;2388
2023;Catalunya;76 anys;total;homes;població;;27276
2023;Catalunya;76 anys;total;dones;població;;34281
2023;Catalunya;76 anys;total;total;població;;61557
2023;Catalunya;77 anys;espanyola;homes;població;;27054
2023;Catalunya;77 anys;espanyola;dones;població;;34472
2023;Catalunya;77 anys;espanyola;total;població;;61526
2023;Catalunya;77 anys;estrangera;homes;població;;826
2023;Catalunya;77 anys;estrangera;dones;població;;1191
2023;Catalunya;77 anys;estrangera;total;població;;2017
2023;Catalunya;77 anys;total;homes;població;;27880
2023;Catalunya;77 anys;total;dones;població;;35663
2023;Catalunya;77 anys;total;total;població;;63543
2023;Catalunya;78 anys;espanyola;homes;població;;24415
2023;Catalunya;78 anys;espanyola;dones;població;;32061
2023;Catalunya;78 anys;espanyola;total;població;;56476
2023;Catalunya;78 anys;estrangera;homes;població;;807
2023;Catalunya;78 anys;estrangera;dones;població;;1081
2023;Catalunya;78 anys;estrangera;total;població;;1888
2023;Catalunya;78 anys;total;homes;població;;25222
2023;Catalunya;78 anys;total;dones;població;;33142
2023;Catalunya;78 anys;total;total;població;;58364
2023;Catalunya;79 anys;espanyola;homes;població;;23001
2023;Catalunya;79 anys;espanyola;dones;població;;30653
2023;Catalunya;79 anys;espanyola;total;població;;53654
2023;Catalunya;79 anys;estrangera;homes;població;;720
2023;Catalunya;79 anys;estrangera;dones;població;;963
2023;Catalunya;79 anys;estrangera;total;població;;1683
2023;Catalunya;79 anys;total;homes;població;;23721
2023;Catalunya;79 anys;total;dones;població;;31616
2023;Catalunya;79 anys;total;total;població;;55337
2023;Catalunya;80 anys;espanyola;homes;població;;19055
2023;Catalunya;80 anys;espanyola;dones;població;;25284
2023;Catalunya;80 anys;espanyola;total;població;;44339
2023;Catalunya;80 anys;estrangera;homes;població;;617
2023;Catalunya;80 anys;estrangera;dones;població;;907
2023;Catalunya;80 anys;estrangera;total;població;;1524
2023;Catalunya;80 anys;total;homes;població;;19672
2023;Catalunya;80 anys;total;dones;població;;26191
2023;Catalunya;80 anys;total;total;població;;45863
2023;Catalunya;81 anys;espanyola;homes;població;;17093
2023;Catalunya;81 anys;espanyola;dones;població;;23593
2023;Catalunya;81 anys;espanyola;total;població;;40686
2023;Catalunya;81 anys;estrangera;homes;població;;540
2023;Catalunya;81 anys;estrangera;dones;població;;735
2023;Catalunya;81 anys;estrangera;total;població;;1275
2023;Catalunya;81 anys;total;homes;població;;17633
2023;Catalunya;81 anys;total;dones;població;;24328
2023;Catalunya;81 anys;total;total;població;;41961
2023;Catalunya;82 anys;espanyola;homes;població;;20539
2023;Catalunya;82 anys;espanyola;dones;població;;28327
2023;Catalunya;82 anys;espanyola;total;població;;48866
2023;Catalunya;82 anys;estrangera;homes;població;;511
2023;Catalunya;82 anys;estrangera;dones;població;;772
2023;Catalunya;82 anys;estrangera;total;població;;1283
2023;Catalunya;82 anys;total;homes;població;;21050
2023;Catalunya;82 anys;total;dones;població;;29099
2023;Catalunya;82 anys;total;total;població;;50149
2023;Catalunya;83 anys;espanyola;homes;població;;10565
2023;Catalunya;83 anys;espanyola;dones;població;;15535
2023;Catalunya;83 anys;espanyola;total;població;;26100
2023;Catalunya;83 anys;estrangera;homes;població;;433
2023;Catalunya;83 anys;estrangera;dones;població;;622
2023;Catalunya;83 anys;estrangera;total;població;;1055
2023;Catalunya;83 anys;total;homes;població;;10998
2023;Catalunya;83 anys;total;dones;població;;16157
2023;Catalunya;83 anys;total;total;població;;27155
2023;Catalunya;84 anys;espanyola;homes;població;;12045
2023;Catalunya;84 anys;espanyola;dones;població;;18427
2023;Catalunya;84 anys;espanyola;total;població;;30472
2023;Catalunya;84 anys;estrangera;homes;població;;365
2023;Catalunya;84 anys;estrangera;dones;població;;560
2023;Catalunya;84 anys;estrangera;total;població;;925
2023;Catalunya;84 anys;total;homes;població;;12410
2023;Catalunya;84 anys;total;dones;població;;18987
2023;Catalunya;84 anys;total;total;població;;31397
2023;Catalunya;85 anys;espanyola;homes;població;;13716
2023;Catalunya;85 anys;espanyola;dones;població;;21668
2023;Catalunya;85 anys;espanyola;total;població;;35384
2023;Catalunya;85 anys;estrangera;homes;població;;275
2023;Catalunya;85 anys;estrangera;dones;població;;489
2023;Catalunya;85 anys;estrangera;total;població;;764
2023;Catalunya;85 anys;total;homes;població;;13991
2023;Catalunya;85 anys;total;dones;població;;22157
2023;Catalunya;85 anys;total;total;població;;36148
2023;Catalunya;86 anys;espanyola;homes;població;;12850
2023;Catalunya;86 anys;espanyola;dones;població;;22101
2023;Catalunya;86 anys;espanyola;total;població;;34951
2023;Catalunya;86 anys;estrangera;homes;població;;265
2023;Catalunya;86 anys;estrangera;dones;població;;431
2023;Catalunya;86 anys;estrangera;total;població;;696
2023;Catalunya;86 anys;total;homes;població;;13115
2023;Catalunya;86 anys;total;dones;població;;22532
2023;Catalunya;86 anys;total;total;població;;35647
