Suma de Any,Suma de Coneguts,Suma de Detencions,Suma de Mes,Àrea Bàsica Policial (ABP),Nom mes,Suma de Resolts,Regió Policial (RP),Tipus de fet,Títol Codi Penal
26221,3520,108,117,ABP Granollers,setembre,433,RP  Metropolitana Nord,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,2141,206,117,ABP Granollers,setembre,305,RP  Metropolitana Nord,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1151,33,117,ABP Granollers,setembre,43,RP  Metropolitana Nord,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,649,116,117,ABP Granollers,setembre,192,RP  Metropolitana Nord,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,210,24,117,ABP Granollers,setembre,104,RP  Metropolitana Nord,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
24210,61,6,48,ABP Horta-Guinardó,abril,47,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1898,37,52,ABP Horta-Guinardó,abril,139,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,743,85,52,ABP Horta-Guinardó,abril,110,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,640,20,52,ABP Horta-Guinardó,abril,23,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,545,78,52,ABP Horta-Guinardó,abril,149,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,397,21,52,ABP Horta-Guinardó,abril,151,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,77,13,104,ABP Horta-Guinardó,agost,60,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1759,35,104,ABP Horta-Guinardó,agost,150,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1057,123,104,ABP Horta-Guinardó,agost,115,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,703,21,104,ABP Horta-Guinardó,agost,21,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,520,69,104,ABP Horta-Guinardó,agost,99,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,376,24,104,ABP Horta-Guinardó,agost,138,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,97,13,156,ABP Horta-Guinardó,desembre,74,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,2229,31,156,ABP Horta-Guinardó,desembre,138,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,925,80,156,ABP Horta-Guinardó,desembre,82,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,806,19,156,ABP Horta-Guinardó,desembre,23,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,710,65,156,ABP Horta-Guinardó,desembre,104,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,436,12,156,ABP Horta-Guinardó,desembre,154,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,106,13,28,ABP Horta-Guinardó,febrer,82,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,2212,44,28,ABP Horta-Guinardó,febrer,160,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,858,86,28,ABP Horta-Guinardó,febrer,163,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,719,14,28,ABP Horta-Guinardó,febrer,19,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,698,103,28,ABP Horta-Guinardó,febrer,155,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,456,29,28,ABP Horta-Guinardó,febrer,203,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,86,6,14,ABP Horta-Guinardó,gener,59,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,2189,26,14,ABP Horta-Guinardó,gener,136,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1064,102,14,ABP Horta-Guinardó,gener,117,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,786,13,14,ABP Horta-Guinardó,gener,15,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,751,67,14,ABP Horta-Guinardó,gener,123,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,437,27,14,ABP Horta-Guinardó,gener,172,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,95,5,91,ABP Horta-Guinardó,juliol,69,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1965,38,91,ABP Horta-Guinardó,juliol,166,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,764,75,91,ABP Horta-Guinardó,juliol,105,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,707,17,91,ABP Horta-Guinardó,juliol,23,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,567,61,91,ABP Horta-Guinardó,juliol,90,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,462,19,91,ABP Horta-Guinardó,juliol,180,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
24210,79,4,72,ABP Horta-Guinardó,juny,64,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1980,36,78,ABP Horta-Guinardó,juny,156,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,664,105,78,ABP Horta-Guinardó,juny,107,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,605,16,78,ABP Horta-Guinardó,juny,26,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,593,74,78,ABP Horta-Guinardó,juny,124,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,427,18,78,ABP Horta-Guinardó,juny,178,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,87,4,65,ABP Horta-Guinardó,maig,64,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,2055,50,65,ABP Horta-Guinardó,maig,149,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,723,119,65,ABP Horta-Guinardó,maig,116,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,622,8,65,ABP Horta-Guinardó,maig,22,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,626,100,65,ABP Horta-Guinardó,maig,116,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,436,15,65,ABP Horta-Guinardó,maig,164,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,88,3,42,ABP Horta-Guinardó,març,69,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,2355,47,42,ABP Horta-Guinardó,març,186,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,778,134,42,ABP Horta-Guinardó,març,180,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,692,20,42,ABP Horta-Guinardó,març,33,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,659,135,42,ABP Horta-Guinardó,març,160,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,429,12,42,ABP Horta-Guinardó,març,176,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,96,5,143,ABP Horta-Guinardó,novembre,71,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,2401,42,143,ABP Horta-Guinardó,novembre,147,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,817,80,143,ABP Horta-Guinardó,novembre,94,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,678,13,143,ABP Horta-Guinardó,novembre,26,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,659,71,143,ABP Horta-Guinardó,novembre,125,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,446,13,143,ABP Horta-Guinardó,novembre,158,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,100,9,130,ABP Horta-Guinardó,octubre,72,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,2314,39,130,ABP Horta-Guinardó,octubre,161,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,795,101,130,ABP Horta-Guinardó,octubre,118,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,714,22,130,ABP Horta-Guinardó,octubre,33,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,664,82,130,ABP Horta-Guinardó,octubre,121,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,427,12,130,ABP Horta-Guinardó,octubre,160,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,87,13,117,ABP Horta-Guinardó,setembre,70,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,2018,26,117,ABP Horta-Guinardó,setembre,131,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,829,111,117,ABP Horta-Guinardó,setembre,83,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,609,23,117,ABP Horta-Guinardó,setembre,28,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,634,78,117,ABP Horta-Guinardó,setembre,80,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,380,21,117,ABP Horta-Guinardó,setembre,173,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,82,8,52,ABP Les Corts,abril,67,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,2789,160,52,ABP Les Corts,abril,438,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,424,60,52,ABP Les Corts,abril,60,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,550,39,52,ABP Les Corts,abril,32,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,466,107,52,ABP Les Corts,abril,80,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,250,8,52,ABP Les Corts,abril,107,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,82,11,104,ABP Les Corts,agost,70,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,2460,181,104,ABP Les Corts,agost,493,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,652,93,104,ABP Les Corts,agost,70,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,777,26,104,ABP Les Corts,agost,37,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,360,82,104,ABP Les Corts,agost,63,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,167,6,104,ABP Les Corts,agost,56,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,86,2,156,ABP Les Corts,desembre,81,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,3521,216,156,ABP Les Corts,desembre,635,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,544,92,156,ABP Les Corts,desembre,58,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,707,21,156,ABP Les Corts,desembre,32,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,656,126,156,ABP Les Corts,desembre,94,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,244,10,156,ABP Les Corts,desembre,88,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,108,4,28,ABP Les Corts,febrer,84,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,3216,193,28,ABP Les Corts,febrer,578,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,473,131,28,ABP Les Corts,febrer,109,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,629,26,28,ABP Les Corts,febrer,18,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,561,152,28,ABP Les Corts,febrer,115,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,254,5,28,ABP Les Corts,febrer,111,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26230,85,5,13,ABP Les Corts,gener,69,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,3359,203,14,ABP Les Corts,gener,563,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,539,104,14,ABP Les Corts,gener,62,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,689,32,14,ABP Les Corts,gener,34,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,685,114,14,ABP Les Corts,gener,109,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,272,11,14,ABP Les Corts,gener,122,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
24209,102,4,84,ABP Les Corts,juliol,91,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,2829,217,91,ABP Les Corts,juliol,527,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,529,98,91,ABP Les Corts,juliol,90,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,720,27,91,ABP Les Corts,juliol,24,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,433,103,91,ABP Les Corts,juliol,71,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,239,9,91,ABP Les Corts,juliol,83,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,74,5,78,ABP Les Corts,juny,62,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,2585,158,78,ABP Les Corts,juny,506,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,456,93,78,ABP Les Corts,juny,74,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,592,27,78,ABP Les Corts,juny,32,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,435,104,78,ABP Les Corts,juny,81,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,243,6,78,ABP Les Corts,juny,92,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
22195,98,6,55,ABP Les Corts,maig,74,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,2859,183,65,ABP Les Corts,maig,488,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,434,84,65,ABP Les Corts,maig,64,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,593,33,65,ABP Les Corts,maig,46,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,483,112,65,ABP Les Corts,maig,73,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,277,15,65,ABP Les Corts,maig,113,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,116,7,42,ABP Les Corts,març,99,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,3439,151,42,ABP Les Corts,març,616,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,435,100,42,ABP Les Corts,març,85,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,610,44,42,ABP Les Corts,març,43,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,630,115,42,ABP Les Corts,març,118,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,293,5,42,ABP Les Corts,març,98,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,105,2,143,ABP Les Corts,novembre,77,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,3365,164,143,ABP Les Corts,novembre,520,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,493,108,143,ABP Les Corts,novembre,77,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,596,18,143,ABP Les Corts,novembre,30,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,617,126,143,ABP Les Corts,novembre,89,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,261,7,143,ABP Les Corts,novembre,107,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,98,4,130,ABP Les Corts,octubre,76,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,3597,170,130,ABP Les Corts,octubre,540,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,525,100,130,ABP Les Corts,octubre,71,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,605,28,130,ABP Les Corts,octubre,26,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,673,134,130,ABP Les Corts,octubre,110,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,297,5,130,ABP Les Corts,octubre,97,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
24209,89,5,108,ABP Les Corts,setembre,68,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,3116,184,117,ABP Les Corts,setembre,536,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,511,80,117,ABP Les Corts,setembre,64,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,613,27,117,ABP Les Corts,setembre,28,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,576,131,117,ABP Les Corts,setembre,91,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,279,2,117,ABP Les Corts,setembre,69,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,140,8,52,ABP l'Hospitalet de Llobregat,abril,124,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,4670,177,52,ABP l'Hospitalet de Llobregat,abril,737,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1072,243,52,ABP l'Hospitalet de Llobregat,abril,206,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1114,53,52,ABP l'Hospitalet de Llobregat,abril,59,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1526,326,52,ABP l'Hospitalet de Llobregat,abril,334,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,440,14,52,ABP l'Hospitalet de Llobregat,abril,159,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,161,7,104,ABP l'Hospitalet de Llobregat,agost,126,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,4922,173,104,ABP l'Hospitalet de Llobregat,agost,731,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1234,237,104,ABP l'Hospitalet de Llobregat,agost,180,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1031,50,104,ABP l'Hospitalet de Llobregat,agost,73,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1670,304,104,ABP l'Hospitalet de Llobregat,agost,320,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,367,8,104,ABP l'Hospitalet de Llobregat,agost,164,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,148,5,156,ABP l'Hospitalet de Llobregat,desembre,107,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,5561,210,156,ABP l'Hospitalet de Llobregat,desembre,825,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1240,190,156,ABP l'Hospitalet de Llobregat,desembre,158,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1351,75,156,ABP l'Hospitalet de Llobregat,desembre,74,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1789,300,156,ABP l'Hospitalet de Llobregat,desembre,309,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,476,16,156,ABP l'Hospitalet de Llobregat,desembre,181,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,201,8,28,ABP l'Hospitalet de Llobregat,febrer,163,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,5824,290,28,ABP l'Hospitalet de Llobregat,febrer,891,RP Metropolitana Sud,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1173,268,28,ABP l'Hospitalet de Llobregat,febrer,213,RP Metropolitana Sud,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1456,101,28,ABP l'Hospitalet de Llobregat,febrer,76,RP Metropolitana Sud,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1756,349,28,ABP l'Hospitalet de Llobregat,febrer,392,RP Metropolitana Sud,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,449,21,28,ABP l'Hospitalet de Llobregat,febrer,226,RP Metropolitana Sud,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,152,8,14,ABP l'Hospitalet de Llobregat,gener,125,RP Metropolitana Sud,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
