Suma de Any,Suma de Coneguts,Suma de Detencions,Suma de Mes,Àrea Bàsica Policial (ABP),Nom mes,Suma de Resolts,Regió Policial (RP),Tipus de fet,Títol Codi Penal
26221,516,24,156,ABP Santa Coloma de Gramenet,desembre,34,RP  Metropolitana Nord,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,629,78,156,ABP Santa Coloma de Gramenet,desembre,95,RP  Metropolitana Nord,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,164,8,156,ABP Santa Coloma de Gramenet,desembre,60,RP  Metropolitana Nord,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
24212,61,4,24,ABP Santa Coloma de Gramenet,febrer,49,RP  Metropolitana Nord,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1520,17,28,ABP Santa Coloma de Gramenet,febrer,193,RP  Metropolitana Nord,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,466,71,28,ABP Santa Coloma de Gramenet,febrer,93,RP  Metropolitana Nord,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,469,17,28,ABP Santa Coloma de Gramenet,febrer,20,RP  Metropolitana Nord,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,617,140,28,ABP Santa Coloma de Gramenet,febrer,162,RP  Metropolitana Nord,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,143,8,28,ABP Santa Coloma de Gramenet,febrer,71,RP  Metropolitana Nord,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,58,3,14,ABP Santa Coloma de Gramenet,gener,47,RP  Metropolitana Nord,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1506,14,14,ABP Santa Coloma de Gramenet,gener,136,RP  Metropolitana Nord,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,497,100,14,ABP Santa Coloma de Gramenet,gener,82,RP  Metropolitana Nord,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,600,35,14,ABP Santa Coloma de Gramenet,gener,22,RP  Metropolitana Nord,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,626,105,14,ABP Santa Coloma de Gramenet,gener,106,RP  Metropolitana Nord,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,174,18,14,ABP Santa Coloma de Gramenet,gener,71,RP  Metropolitana Nord,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,52,2,91,ABP Santa Coloma de Gramenet,juliol,37,RP  Metropolitana Nord,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1735,39,91,ABP Santa Coloma de Gramenet,juliol,144,RP  Metropolitana Nord,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,378,72,91,ABP Santa Coloma de Gramenet,juliol,81,RP  Metropolitana Nord,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,393,29,91,ABP Santa Coloma de Gramenet,juliol,20,RP  Metropolitana Nord,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,594,94,91,ABP Santa Coloma de Gramenet,juliol,129,RP  Metropolitana Nord,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,146,7,91,ABP Santa Coloma de Gramenet,juliol,71,RP  Metropolitana Nord,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
22191,33,1,66,ABP Santa Coloma de Gramenet,juny,23,RP  Metropolitana Nord,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1275,26,78,ABP Santa Coloma de Gramenet,juny,159,RP  Metropolitana Nord,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,366,74,78,ABP Santa Coloma de Gramenet,juny,86,RP  Metropolitana Nord,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,402,23,78,ABP Santa Coloma de Gramenet,juny,26,RP  Metropolitana Nord,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,554,122,78,ABP Santa Coloma de Gramenet,juny,134,RP  Metropolitana Nord,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,142,10,78,ABP Santa Coloma de Gramenet,juny,60,RP  Metropolitana Nord,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
22198,47,0,55,ABP Santa Coloma de Gramenet,maig,39,RP  Metropolitana Nord,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1339,38,65,ABP Santa Coloma de Gramenet,maig,178,RP  Metropolitana Nord,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,383,65,65,ABP Santa Coloma de Gramenet,maig,100,RP  Metropolitana Nord,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,480,18,65,ABP Santa Coloma de Gramenet,maig,26,RP  Metropolitana Nord,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,538,109,65,ABP Santa Coloma de Gramenet,maig,136,RP  Metropolitana Nord,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,149,17,65,ABP Santa Coloma de Gramenet,maig,66,RP  Metropolitana Nord,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,63,7,42,ABP Santa Coloma de Gramenet,març,50,RP  Metropolitana Nord,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1623,38,42,ABP Santa Coloma de Gramenet,març,213,RP  Metropolitana Nord,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,489,93,42,ABP Santa Coloma de Gramenet,març,129,RP  Metropolitana Nord,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,521,27,42,ABP Santa Coloma de Gramenet,març,32,RP  Metropolitana Nord,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,540,119,42,ABP Santa Coloma de Gramenet,març,145,RP  Metropolitana Nord,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,147,15,42,ABP Santa Coloma de Gramenet,març,75,RP  Metropolitana Nord,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,44,1,143,ABP Santa Coloma de Gramenet,novembre,35,RP  Metropolitana Nord,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1585,34,143,ABP Santa Coloma de Gramenet,novembre,147,RP  Metropolitana Nord,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,372,62,143,ABP Santa Coloma de Gramenet,novembre,65,RP  Metropolitana Nord,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,506,33,143,ABP Santa Coloma de Gramenet,novembre,35,RP  Metropolitana Nord,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,547,95,143,ABP Santa Coloma de Gramenet,novembre,108,RP  Metropolitana Nord,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,158,8,143,ABP Santa Coloma de Gramenet,novembre,71,RP  Metropolitana Nord,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,45,0,130,ABP Santa Coloma de Gramenet,octubre,34,RP  Metropolitana Nord,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1433,35,130,ABP Santa Coloma de Gramenet,octubre,184,RP  Metropolitana Nord,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,388,78,130,ABP Santa Coloma de Gramenet,octubre,96,RP  Metropolitana Nord,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,453,26,130,ABP Santa Coloma de Gramenet,octubre,29,RP  Metropolitana Nord,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,560,80,130,ABP Santa Coloma de Gramenet,octubre,90,RP  Metropolitana Nord,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,180,8,130,ABP Santa Coloma de Gramenet,octubre,75,RP  Metropolitana Nord,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
24209,48,2,108,ABP Santa Coloma de Gramenet,setembre,36,RP  Metropolitana Nord,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1507,33,117,ABP Santa Coloma de Gramenet,setembre,143,RP  Metropolitana Nord,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,455,75,117,ABP Santa Coloma de Gramenet,setembre,73,RP  Metropolitana Nord,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,448,31,117,ABP Santa Coloma de Gramenet,setembre,33,RP  Metropolitana Nord,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,649,110,117,ABP Santa Coloma de Gramenet,setembre,133,RP  Metropolitana Nord,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,157,15,117,ABP Santa Coloma de Gramenet,setembre,68,RP  Metropolitana Nord,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,243,27,52,ABP Sants-Montjuïc,abril,207,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,7376,473,52,ABP Sants-Montjuïc,abril,894,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1065,215,52,ABP Sants-Montjuïc,abril,166,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1311,71,52,ABP Sants-Montjuïc,abril,69,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1438,284,52,ABP Sants-Montjuïc,abril,289,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,384,27,52,ABP Sants-Montjuïc,abril,168,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,341,23,104,ABP Sants-Montjuïc,agost,269,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,10363,566,104,ABP Sants-Montjuïc,agost,1050,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1276,165,104,ABP Sants-Montjuïc,agost,150,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1655,95,104,ABP Sants-Montjuïc,agost,83,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1702,280,104,ABP Sants-Montjuïc,agost,250,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,424,30,104,ABP Sants-Montjuïc,agost,177,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,291,10,156,ABP Sants-Montjuïc,desembre,240,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,7434,457,156,ABP Sants-Montjuïc,desembre,988,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1174,170,156,ABP Sants-Montjuïc,desembre,148,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1443,66,156,ABP Sants-Montjuïc,desembre,70,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1728,246,156,ABP Sants-Montjuïc,desembre,265,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,397,22,156,ABP Sants-Montjuïc,desembre,190,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,357,24,28,ABP Sants-Montjuïc,febrer,300,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,8180,488,28,ABP Sants-Montjuïc,febrer,1084,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1123,188,28,ABP Sants-Montjuïc,febrer,197,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1412,94,28,ABP Sants-Montjuïc,febrer,97,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1665,317,28,ABP Sants-Montjuïc,febrer,341,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,404,39,28,ABP Sants-Montjuïc,febrer,214,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,330,23,14,ABP Sants-Montjuïc,gener,269,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,8195,463,14,ABP Sants-Montjuïc,gener,916,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1304,197,14,ABP Sants-Montjuïc,gener,203,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1575,80,14,ABP Sants-Montjuïc,gener,70,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,1777,277,14,ABP Sants-Montjuïc,gener,272,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
28245,442,32,14,ABP Sants-Montjuïc,gener,237,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,332,19,91,ABP Sants-Montjuïc,juliol,271,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,8759,596,91,ABP Sants-Montjuïc,juliol,1171,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1071,197,91,ABP Sants-Montjuïc,juliol,162,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1521,67,91,ABP Sants-Montjuïc,juliol,69,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1603,289,91,ABP Sants-Montjuïc,juliol,280,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,444,38,91,ABP Sants-Montjuïc,juliol,200,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,267,10,78,ABP Sants-Montjuïc,juny,242,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,9041,567,78,ABP Sants-Montjuïc,juny,999,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1121,189,78,ABP Sants-Montjuïc,juny,173,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1317,79,78,ABP Sants-Montjuïc,juny,89,RP Metropolitana Barcelona,Robatori amb força interior vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1524,321,78,ABP Sants-Montjuïc,juny,312,RP Metropolitana Barcelona,Robatori amb violència i/o intimidació,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,440,32,78,ABP Sants-Montjuïc,juny,193,RP Metropolitana Barcelona,Robatori i furt d'us de vehicle,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,322,20,65,ABP Sants-Montjuïc,maig,242,RP Metropolitana Barcelona,Apropiació indeguda,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,7394,509,65,ABP Sants-Montjuïc,maig,1029,RP Metropolitana Barcelona,Furt,Delictes contra el patrimoni i contra l’ordre socioeconòmic
26221,1081,162,65,ABP Sants-Montjuïc,maig,176,RP Metropolitana Barcelona,Robatori amb força,Delictes contra el patrimoni i contra l’ordre socioeconòmic
